"county","state","party","liczba_weteranów","liczba_gł_republikanie","liczba_gł_demokraci"
Weber,Utah,Democrat,"10 - 20 tyś",4927317,3715675
Brown,Wisconsin,Republican,"10 - 20 tyś",4927317,3715675
Hudson,New Jersey,Republican,"10 - 20 tyś",4927317,3715675
Greene,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Fayette,Kentucky,Republican,"10 - 20 tyś",4927317,3715675
Kings,California,Republican,"10 - 20 tyś",4927317,3715675
Osceola,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Kalamazoo,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Monroe,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Whatcom,Washington,Democrat,"10 - 20 tyś",4927317,3715675
Douglas,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Johnson,Texas,Republican,"10 - 20 tyś",4927317,3715675
Jackson,Mississippi,Republican,"10 - 20 tyś",4927317,3715675
Coweta,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Blount,Tennessee,Democrat,"10 - 20 tyś",4927317,3715675
St. Mary's,Maryland,Democrat,"10 - 20 tyś",4927317,3715675
Arlington,Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Kanawha,West Virginia,Democrat,"10 - 20 tyś",4927317,3715675
Lee,Alabama,Democrat,"10 - 20 tyś",4927317,3715675
Sangamon,Illinois,Democrat,"10 - 20 tyś",4927317,3715675
Cascade,Montana,Democrat,"10 - 20 tyś",4927317,3715675
Fayette,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
St. Joseph,Indiana,Democrat,"10 - 20 tyś",4927317,3715675
Cabarrus,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Muskegon,Michigan,Democrat,"10 - 20 tyś",4927317,3715675
Schuylkill,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Osceola,Florida,Republican,"10 - 20 tyś",4927317,3715675
Tulare,California,Democrat,"10 - 20 tyś",4927317,3715675
Berkeley,West Virginia,Republican,"10 - 20 tyś",4927317,3715675
St. Clair,Michigan,Republican,"10 - 20 tyś",4927317,3715675
Niagara,New York,Republican,"10 - 20 tyś",4927317,3715675
Linn,Iowa,Democrat,"10 - 20 tyś",4927317,3715675
St. Johns,Florida,Democrat,"10 - 20 tyś",4927317,3715675
Columbia,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Sumter,Florida,Republican,"10 - 20 tyś",4927317,3715675
Hays,Texas,Republican,"10 - 20 tyś",4927317,3715675
Jefferson,Missouri,Democrat,"10 - 20 tyś",4927317,3715675
Licking,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Orleans,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Blair,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Hendricks,Indiana,Republican,"10 - 20 tyś",4927317,3715675
Clay,Missouri,Democrat,"10 - 20 tyś",4927317,3715675
Yakima,Washington,Democrat,"10 - 20 tyś",4927317,3715675
McLean,Illinois,Democrat,"10 - 20 tyś",4927317,3715675
Wayne,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Comanche,Oklahoma,Republican,"10 - 20 tyś",4927317,3715675
Butte,California,Democrat,"10 - 20 tyś",4927317,3715675
Tazewell,Illinois,Democrat,"10 - 20 tyś",4927317,3715675
Weber,Utah,Republican,"10 - 20 tyś",4927317,3715675
El Dorado,California,Democrat,"10 - 20 tyś",4927317,3715675
Douglas,Georgia,Democrat,"10 - 20 tyś",4927317,3715675
Merced,California,Republican,"10 - 20 tyś",4927317,3715675
Portsmouth,Virginia,Republican,"10 - 20 tyś",4927317,3715675
Beaufort,South Carolina,Republican,"10 - 20 tyś",4927317,3715675
Douglas,Oregon,Democrat,"10 - 20 tyś",4927317,3715675
Taylor,Texas,Republican,"10 - 20 tyś",4927317,3715675
Fairfield,Ohio,Republican,"10 - 20 tyś",4927317,3715675
Monroe,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Beaufort,South Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Davidson,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Houston,Georgia,Republican,"10 - 20 tyś",4927317,3715675
Indian River,Florida,Republican,"10 - 20 tyś",4927317,3715675
Canyon,Idaho,Republican,"10 - 20 tyś",4927317,3715675
Guadalupe,Texas,Republican,"10 - 20 tyś",4927317,3715675
El Dorado,California,Republican,"10 - 20 tyś",4927317,3715675
Aiken,South Carolina,Republican,"10 - 20 tyś",4927317,3715675
Medina,Ohio,Democrat,"10 - 20 tyś",4927317,3715675
Lubbock,Texas,Republican,"10 - 20 tyś",4927317,3715675
Douglas,Colorado,Democrat,"10 - 20 tyś",4927317,3715675
Peoria,Illinois,Republican,"10 - 20 tyś",4927317,3715675
Union,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Dutchess,New York,Republican,"10 - 20 tyś",4927317,3715675
Mercer,Pennsylvania,Democrat,"10 - 20 tyś",4927317,3715675
Whatcom,Washington,Republican,"10 - 20 tyś",4927317,3715675
Harnett,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Schenectady,New York,Democrat,"10 - 20 tyś",4927317,3715675
Catawba,North Carolina,Republican,"10 - 20 tyś",4927317,3715675
Blair,Pennsylvania,Republican,"10 - 20 tyś",4927317,3715675
Calhoun,Alabama,Democrat,"10 - 20 tyś",4927317,3715675
Dorchester,South Carolina,Republican,"10 - 20 tyś",4927317,3715675
Yuma,Arizona,Democrat,"10 - 20 tyś",4927317,3715675
Harnett,North Carolina,Democrat,"10 - 20 tyś",4927317,3715675
Ouachita,Louisiana,Republican,"10 - 20 tyś",4927317,3715675
Arlington,Virginia,Republican,"10 - 20 tyś",4927317,3715675
Trempealeau,Wisconsin,Republican,"2 - 5 tyś",1301126,656711
Obion,Tennessee,Democrat,"2 - 5 tyś",1301126,656711
Jeff Davis,Louisiana,Republican,"2 - 5 tyś",1301126,656711
Washington,Mississippi,Democrat,"2 - 5 tyś",1301126,656711
Somerset,Maryland,Democrat,"2 - 5 tyś",1301126,656711
Rio Arriba,New Mexico,Democrat,"2 - 5 tyś",1301126,656711
Pike,Alabama,Republican,"2 - 5 tyś",1301126,656711
Warren,Tennessee,Democrat,"2 - 5 tyś",1301126,656711
Mason,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Emmet,Michigan,Republican,"2 - 5 tyś",1301126,656711
Monroe,Illinois,Republican,"2 - 5 tyś",1301126,656711
Ashe,North Carolina,Democrat,"2 - 5 tyś",1301126,656711
Caroline,Maryland,Republican,"2 - 5 tyś",1301126,656711
Asotin,Washington,Democrat,"2 - 5 tyś",1301126,656711
Jennings,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Dillon,South Carolina,Republican,"2 - 5 tyś",1301126,656711
Graham,Arizona,Republican,"2 - 5 tyś",1301126,656711
Adams,Wisconsin,Republican,"2 - 5 tyś",1301126,656711
Antrim,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Van Wert,Ohio,Republican,"2 - 5 tyś",1301126,656711
DeSoto,Louisiana,Republican,"2 - 5 tyś",1301126,656711
Fluvanna,Virginia,Democrat,"2 - 5 tyś",1301126,656711
Dinwiddie,Virginia,Democrat,"2 - 5 tyś",1301126,656711
Jackson,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Charlevoix,Michigan,Republican,"2 - 5 tyś",1301126,656711
Ware,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Marshall,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Cooke,Texas,Republican,"2 - 5 tyś",1301126,656711
Juneau,Wisconsin,Democrat,"2 - 5 tyś",1301126,656711
Randolph,West Virginia,Democrat,"2 - 5 tyś",1301126,656711
Wise,Virginia,Republican,"2 - 5 tyś",1301126,656711
Hopkins,Texas,Democrat,"2 - 5 tyś",1301126,656711
Hill,Texas,Democrat,"2 - 5 tyś",1301126,656711
Llano,Texas,Democrat,"2 - 5 tyś",1301126,656711
Huntington,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Van Wert,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Murray,Georgia,Republican,"2 - 5 tyś",1301126,656711
Peach,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Fayette,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Aransas,Texas,Democrat,"2 - 5 tyś",1301126,656711
Fulton,Ohio,Republican,"2 - 5 tyś",1301126,656711
Currituck,North Carolina,Democrat,"2 - 5 tyś",1301126,656711
Gibson,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Marion,South Carolina,Democrat,"2 - 5 tyś",1301126,656711
Pickens,Georgia,Republican,"2 - 5 tyś",1301126,656711
Louisa,Virginia,Democrat,"2 - 5 tyś",1301126,656711
Shelby,Illinois,Democrat,"2 - 5 tyś",1301126,656711
Marion,Alabama,Democrat,"2 - 5 tyś",1301126,656711
Natchitoches,Louisiana,Democrat,"2 - 5 tyś",1301126,656711
Bureau,Illinois,Republican,"2 - 5 tyś",1301126,656711
Lincoln,Louisiana,Democrat,"2 - 5 tyś",1301126,656711
Independence,Arkansas,Republican,"2 - 5 tyś",1301126,656711
Lincoln,South Dakota,Democrat,"2 - 5 tyś",1301126,656711
McIntosh,Oklahoma,Republican,"2 - 5 tyś",1301126,656711
Lincoln,South Dakota,Republican,"2 - 5 tyś",1301126,656711
Garrett,Maryland,Democrat,"2 - 5 tyś",1301126,656711
Lafayette,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Amherst,Virginia,Republican,"2 - 5 tyś",1301126,656711
Obion,Tennessee,Republican,"2 - 5 tyś",1301126,656711
McDonough,Illinois,Democrat,"2 - 5 tyś",1301126,656711
Logan,Arkansas,Republican,"2 - 5 tyś",1301126,656711
Mineral,West Virginia,Republican,"2 - 5 tyś",1301126,656711
Logan,Arkansas,Democrat,"2 - 5 tyś",1301126,656711
Leelanau,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Morehouse,Louisiana,Republican,"2 - 5 tyś",1301126,656711
Antrim,Michigan,Republican,"2 - 5 tyś",1301126,656711
Lincoln,Montana,Republican,"2 - 5 tyś",1301126,656711
Hopkins,Texas,Republican,"2 - 5 tyś",1301126,656711
Buffalo,Nebraska,Democrat,"2 - 5 tyś",1301126,656711
Putnam,Ohio,Republican,"2 - 5 tyś",1301126,656711
Jersey,Illinois,Democrat,"2 - 5 tyś",1301126,656711
Hart,Georgia,Republican,"2 - 5 tyś",1301126,656711
Asotin,Washington,Republican,"2 - 5 tyś",1301126,656711
Marshall,Kentucky,Republican,"2 - 5 tyś",1301126,656711
Clark,Kentucky,Democrat,"2 - 5 tyś",1301126,656711
Lincoln,Tennessee,Democrat,"2 - 5 tyś",1301126,656711
Latah,Idaho,Republican,"2 - 5 tyś",1301126,656711
Jasper,Iowa,Republican,"2 - 5 tyś",1301126,656711
Logan,West Virginia,Republican,"2 - 5 tyś",1301126,656711
Campbell,Wyoming,Democrat,"2 - 5 tyś",1301126,656711
Mineral,West Virginia,Democrat,"2 - 5 tyś",1301126,656711
Green,Wisconsin,Republican,"2 - 5 tyś",1301126,656711
DeSoto,Louisiana,Democrat,"2 - 5 tyś",1301126,656711
McDonough,Illinois,Republican,"2 - 5 tyś",1301126,656711
Bladen,North Carolina,Republican,"2 - 5 tyś",1301126,656711
Washington,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Fayette,Texas,Democrat,"2 - 5 tyś",1301126,656711
Waushara,Wisconsin,Democrat,"2 - 5 tyś",1301126,656711
Southampton,Virginia,Republican,"2 - 5 tyś",1301126,656711
Monroe,Georgia,Republican,"2 - 5 tyś",1301126,656711
Meigs,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Oktibbeha,Mississippi,Democrat,"2 - 5 tyś",1301126,656711
Wayne,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Rhea,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Lumpkin,Georgia,Democrat,"2 - 5 tyś",1301126,656711
White,Tennessee,Democrat,"2 - 5 tyś",1301126,656711
Trempealeau,Wisconsin,Democrat,"2 - 5 tyś",1301126,656711
Perry,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Chaffee,Colorado,Democrat,"2 - 5 tyś",1301126,656711
Latah,Idaho,Democrat,"2 - 5 tyś",1301126,656711
Wharton,Texas,Democrat,"2 - 5 tyś",1301126,656711
Union,Oregon,Republican,"2 - 5 tyś",1301126,656711
Livingston,Illinois,Democrat,"2 - 5 tyś",1301126,656711
Charlevoix,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Harlan,Kentucky,Republican,"2 - 5 tyś",1301126,656711
Klickitat,Washington,Democrat,"2 - 5 tyś",1301126,656711
Putnam,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Weakley,Tennessee,Democrat,"2 - 5 tyś",1301126,656711
Chambers,Alabama,Republican,"2 - 5 tyś",1301126,656711
Lewis,New York,Republican,"2 - 5 tyś",1301126,656711
Benton,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Putnam,Georgia,Republican,"2 - 5 tyś",1301126,656711
Lafayette,Missouri,Republican,"2 - 5 tyś",1301126,656711
Fairfield,South Carolina,Democrat,"2 - 5 tyś",1301126,656711
Schoharie,New York,Democrat,"2 - 5 tyś",1301126,656711
Houston,Texas,Democrat,"2 - 5 tyś",1301126,656711
Carroll,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Warren,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Ashe,North Carolina,Republican,"2 - 5 tyś",1301126,656711
Sharp,Arkansas,Republican,"2 - 5 tyś",1301126,656711
Carroll,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Dodge,Nebraska,Republican,"2 - 5 tyś",1301126,656711
Marion,Missouri,Republican,"2 - 5 tyś",1301126,656711
St. John the Baptist,Louisiana,Democrat,"2 - 5 tyś",1301126,656711
Box Elder,Utah,Democrat,"2 - 5 tyś",1301126,656711
Person,North Carolina,Democrat,"2 - 5 tyś",1301126,656711
Door,Wisconsin,Republican,"2 - 5 tyś",1301126,656711
Ripley,Indiana,Republican,"2 - 5 tyś",1301126,656711
McDonald,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Taylor,Florida,Republican,"2 - 5 tyś",1301126,656711
Putnam,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Chester,South Carolina,Republican,"2 - 5 tyś",1301126,656711
Ottawa,Oklahoma,Republican,"2 - 5 tyś",1301126,656711
Grimes,Texas,Democrat,"2 - 5 tyś",1301126,656711
Lee,Illinois,Republican,"2 - 5 tyś",1301126,656711
Jim Wells,Texas,Republican,"2 - 5 tyś",1301126,656711
Fayette,Texas,Republican,"2 - 5 tyś",1301126,656711
Hardin,Tennessee,Democrat,"2 - 5 tyś",1301126,656711
Lewis,New York,Democrat,"2 - 5 tyś",1301126,656711
Independence,Arkansas,Democrat,"2 - 5 tyś",1301126,656711
Jackson,Indiana,Republican,"2 - 5 tyś",1301126,656711
Yadkin,North Carolina,Republican,"2 - 5 tyś",1301126,656711
Mason,West Virginia,Democrat,"2 - 5 tyś",1301126,656711
Barren,Kentucky,Democrat,"2 - 5 tyś",1301126,656711
McClain,Oklahoma,Republican,"2 - 5 tyś",1301126,656711
Adams,Wisconsin,Democrat,"2 - 5 tyś",1301126,656711
Dallas,Alabama,Republican,"2 - 5 tyś",1301126,656711
Luna,New Mexico,Republican,"2 - 5 tyś",1301126,656711
Caldwell,Texas,Democrat,"2 - 5 tyś",1301126,656711
Hancock,West Virginia,Democrat,"2 - 5 tyś",1301126,656711
Clinton,Missouri,Republican,"2 - 5 tyś",1301126,656711
Pontotoc,Oklahoma,Democrat,"2 - 5 tyś",1301126,656711
Adams,Nebraska,Democrat,"2 - 5 tyś",1301126,656711
Rockbridge,Virginia,Democrat,"2 - 5 tyś",1301126,656711
Geneva,Alabama,Republican,"2 - 5 tyś",1301126,656711
Gillespie,Texas,Republican,"2 - 5 tyś",1301126,656711
Juneau,Wisconsin,Republican,"2 - 5 tyś",1301126,656711
Cherokee,Alabama,Democrat,"2 - 5 tyś",1301126,656711
Williamsburg,South Carolina,Democrat,"2 - 5 tyś",1301126,656711
Matagorda,Texas,Republican,"2 - 5 tyś",1301126,656711
Plymouth,Iowa,Democrat,"2 - 5 tyś",1301126,656711
Caroline,Maryland,Democrat,"2 - 5 tyś",1301126,656711
Dodge,Nebraska,Democrat,"2 - 5 tyś",1301126,656711
Vilas,Wisconsin,Democrat,"2 - 5 tyś",1301126,656711
Polk,Missouri,Republican,"2 - 5 tyś",1301126,656711
Jackson,Ohio,Republican,"2 - 5 tyś",1301126,656711
Marion,Iowa,Republican,"2 - 5 tyś",1301126,656711
Codington,South Dakota,Republican,"2 - 5 tyś",1301126,656711
Jefferson,Indiana,Republican,"2 - 5 tyś",1301126,656711
Barbour,Alabama,Republican,"2 - 5 tyś",1301126,656711
Washington,Mississippi,Republican,"2 - 5 tyś",1301126,656711
Washington,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Morrow,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Clinton,Indiana,Republican,"2 - 5 tyś",1301126,656711
Lee,Georgia,Republican,"2 - 5 tyś",1301126,656711
Snyder,Pennsylvania,Republican,"2 - 5 tyś",1301126,656711
Logan,Illinois,Democrat,"2 - 5 tyś",1301126,656711
Rio Arriba,New Mexico,Republican,"2 - 5 tyś",1301126,656711
Iroquois,Illinois,Republican,"2 - 5 tyś",1301126,656711
Hart,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Colquitt,Georgia,Republican,"2 - 5 tyś",1301126,656711
Woodford,Illinois,Democrat,"2 - 5 tyś",1301126,656711
Vilas,Wisconsin,Republican,"2 - 5 tyś",1301126,656711
Cheboygan,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Payette,Idaho,Republican,"2 - 5 tyś",1301126,656711
Oceana,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Montezuma,Colorado,Democrat,"2 - 5 tyś",1301126,656711
Whitley,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Washington,Florida,Republican,"2 - 5 tyś",1301126,656711
Jasper,Indiana,Republican,"2 - 5 tyś",1301126,656711
San Benito,California,Republican,"2 - 5 tyś",1301126,656711
San Benito,California,Democrat,"2 - 5 tyś",1301126,656711
Clinton,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Chambers,Texas,Republican,"2 - 5 tyś",1301126,656711
Edgefield,South Carolina,Democrat,"2 - 5 tyś",1301126,656711
Wayne,Georgia,Republican,"2 - 5 tyś",1301126,656711
Polk,Georgia,Republican,"2 - 5 tyś",1301126,656711
Houghton,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Jackson,West Virginia,Republican,"2 - 5 tyś",1301126,656711
Muscatine,Iowa,Democrat,"2 - 5 tyś",1301126,656711
Murray,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Lawrence,South Dakota,Democrat,"2 - 5 tyś",1301126,656711
Gallia,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Jefferson,Oregon,Republican,"2 - 5 tyś",1301126,656711
Cheboygan,Michigan,Republican,"2 - 5 tyś",1301126,656711
Wise,Virginia,Democrat,"2 - 5 tyś",1301126,656711
Putnam,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Sabine,Louisiana,Republican,"2 - 5 tyś",1301126,656711
White,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Fayette,Indiana,Republican,"2 - 5 tyś",1301126,656711
Dickinson,Michigan,Republican,"2 - 5 tyś",1301126,656711
Yadkin,North Carolina,Democrat,"2 - 5 tyś",1301126,656711
Gilmer,Georgia,Republican,"2 - 5 tyś",1301126,656711
Fannin,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Morgan,Illinois,Democrat,"2 - 5 tyś",1301126,656711
Union,South Carolina,Democrat,"2 - 5 tyś",1301126,656711
Garvin,Oklahoma,Republican,"2 - 5 tyś",1301126,656711
Hardin,Ohio,Republican,"2 - 5 tyś",1301126,656711
Huntington,Indiana,Republican,"2 - 5 tyś",1301126,656711
Tillamook,Oregon,Democrat,"2 - 5 tyś",1301126,656711
Grimes,Texas,Republican,"2 - 5 tyś",1301126,656711
Leelanau,Michigan,Republican,"2 - 5 tyś",1301126,656711
Boone,Iowa,Republican,"2 - 5 tyś",1301126,656711
Lake,Montana,Republican,"2 - 5 tyś",1301126,656711
Alcorn,Mississippi,Democrat,"2 - 5 tyś",1301126,656711
Whitley,Kentucky,Democrat,"2 - 5 tyś",1301126,656711
Dunklin,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Muhlenberg,Kentucky,Democrat,"2 - 5 tyś",1301126,656711
Malheur,Oregon,Democrat,"2 - 5 tyś",1301126,656711
Cherokee,Alabama,Republican,"2 - 5 tyś",1301126,656711
Cheatham,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Coffee,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Waller,Texas,Democrat,"2 - 5 tyś",1301126,656711
Emmet,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Southampton,Virginia,Democrat,"2 - 5 tyś",1301126,656711
Lincoln,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Dunklin,Missouri,Republican,"2 - 5 tyś",1301126,656711
Scotland,North Carolina,Republican,"2 - 5 tyś",1301126,656711
Steuben,Indiana,Democrat,"2 - 5 tyś",1301126,656711
Whitley,Kentucky,Republican,"2 - 5 tyś",1301126,656711
Weakley,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Clark,Kentucky,Republican,"2 - 5 tyś",1301126,656711
Codington,South Dakota,Democrat,"2 - 5 tyś",1301126,656711
Dunn,Wisconsin,Republican,"2 - 5 tyś",1301126,656711
Bee,Texas,Democrat,"2 - 5 tyś",1301126,656711
Union,Oregon,Democrat,"2 - 5 tyś",1301126,656711
Yates,New York,Democrat,"2 - 5 tyś",1301126,656711
Effingham,Illinois,Republican,"2 - 5 tyś",1301126,656711
Henry,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Albany,Wyoming,Democrat,"2 - 5 tyś",1301126,656711
Alexander,North Carolina,Democrat,"2 - 5 tyś",1301126,656711
Marion,Tennessee,Democrat,"2 - 5 tyś",1301126,656711
Miller,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Marion,Missouri,Democrat,"2 - 5 tyś",1301126,656711
Escambia,Alabama,Democrat,"2 - 5 tyś",1301126,656711
Caddo,Oklahoma,Democrat,"2 - 5 tyś",1301126,656711
Lincoln,Mississippi,Republican,"2 - 5 tyś",1301126,656711
Livingston,Illinois,Republican,"2 - 5 tyś",1301126,656711
Huron,Michigan,Democrat,"2 - 5 tyś",1301126,656711
Newberry,South Carolina,Democrat,"2 - 5 tyś",1301126,656711
Washington,Texas,Democrat,"2 - 5 tyś",1301126,656711
Fluvanna,Virginia,Republican,"2 - 5 tyś",1301126,656711
Greenup,Kentucky,Republican,"2 - 5 tyś",1301126,656711
Malheur,Oregon,Republican,"2 - 5 tyś",1301126,656711
Marshall,Kentucky,Democrat,"2 - 5 tyś",1301126,656711
Steuben,Indiana,Republican,"2 - 5 tyś",1301126,656711
Marion,Arkansas,Democrat,"2 - 5 tyś",1301126,656711
Whitman,Washington,Republican,"2 - 5 tyś",1301126,656711
Cherokee,North Carolina,Democrat,"2 - 5 tyś",1301126,656711
McClain,Oklahoma,Democrat,"2 - 5 tyś",1301126,656711
Morgan,Illinois,Republican,"2 - 5 tyś",1301126,656711
Bee,Texas,Republican,"2 - 5 tyś",1301126,656711
Putnam,Indiana,Republican,"2 - 5 tyś",1301126,656711
Lincoln,Mississippi,Democrat,"2 - 5 tyś",1301126,656711
Adams,Mississippi,Republican,"2 - 5 tyś",1301126,656711
Goochland,Virginia,Democrat,"2 - 5 tyś",1301126,656711
Hardin,Tennessee,Republican,"2 - 5 tyś",1301126,656711
Del Norte,California,Republican,"2 - 5 tyś",1301126,656711
Pike,Ohio,Republican,"2 - 5 tyś",1301126,656711
White,Georgia,Democrat,"2 - 5 tyś",1301126,656711
Jackson,West Virginia,Democrat,"2 - 5 tyś",1301126,656711
Houghton,Michigan,Republican,"2 - 5 tyś",1301126,656711
Gibson,Indiana,Republican,"2 - 5 tyś",1301126,656711
Marion,Iowa,Democrat,"2 - 5 tyś",1301126,656711
Wasco,Oregon,Republican,"2 - 5 tyś",1301126,656711
Pike,Ohio,Democrat,"2 - 5 tyś",1301126,656711
Salem,Virginia,Republican,"2 - 5 tyś",1301126,656711
Halifax,Virginia,Republican,"2 - 5 tyś",1301126,656711
Mariposa,California,Democrat,"2 - 5 tyś",1301126,656711
DeSoto,Florida,Republican,"2 - 5 tyś",1301126,656711
