"state","county","party","osoby_18_do_65_hr","liczba_glosow"
Missouri,Reynolds,Democrat,56.5,458
Arizona,Pima,Democrat,60.4,96545
Idaho,Madison,Democrat,67.0,263
Tennessee,Gibson,Democrat,58.1,1976
Colorado,Garfield,Democrat,63.4,1173
Iowa,Dallas,Democrat,60.2,2899
Illinois,McHenry,Democrat,62.9,25268
North Carolina,Vance,Democrat,59.5,6560
South Dakota,Clark,Democrat,55.7,198
Illinois,Stark,Democrat,55.2,412
Illinois,Peoria,Democrat,61.2,21686
Virginia,Culpeper,Democrat,60.7,2575
Florida,Hillsborough,Democrat,63.7,107441
Kentucky,Pike,Democrat,63.1,7183
South Carolina,Orangeburg,Democrat,60.3,13279
Indiana,Lawrence,Democrat,59.5,2710
Virginia,Roanoke City,Democrat,63.0,8082
Texas,Lamb,Democrat,55.4,259
Illinois,Logan,Democrat,63.9,1709
Nebraska,Otoe,Democrat,56.7,180
New York,Greene,Democrat,62.8,2520
Florida,Franklin,Democrat,63.3,1312
Virginia,Mecklenburg,Democrat,57.1,1966
Missouri,Howard,Democrat,61.3,821
Indiana,Sullivan,Democrat,63.4,2512
Mississippi,Pearl River,Democrat,59.5,1326
Louisiana,Lincoln,Democrat,67.4,2128
Idaho,Adams,Democrat,58.1,67
South Carolina,Aiken,Democrat,60.4,9758
New Jersey,Sussex,Democrat,63.6,9265
Virginia,Westmoreland,Democrat,57.8,1174
Colorado,Lincoln,Democrat,62.9,34
Tennessee,Hardin,Democrat,58.2,820
Texas,Young,Democrat,56.6,329
California,Kern,Democrat,60.7,32579
New York,Manhattan,Democrat,70.9,267723
Alabama,Tuscaloosa,Democrat,67.2,15580
Kentucky,Owsley,Democrat,61.2,168
Texas,Taylor,Democrat,61.5,3210
Arkansas,Howard,Democrat,57.0,664
South Dakota,Hyde,Democrat,54.7,66
Indiana,Tippecanoe,Democrat,68.9,15578
Missouri,St. Louis City,Democrat,68.3,62206
South Dakota,Mellette,Democrat,53.6,126
Arkansas,White,Democrat,61.1,2842
Mississippi,Greene,Democrat,67.1,435
Idaho,Power,Democrat,55.6,64
Georgia,Taliaferro,Democrat,59.1,271
Missouri,Polk,Democrat,59.3,1595
Colorado,Arapahoe,Democrat,63.6,11406
Georgia,Marion,Democrat,61.2,551
Texas,Knox,Democrat,53.2,85
Virginia,Cumberland,Democrat,59.7,797
Louisiana,St. Mary,Democrat,60.9,2530
Virginia,Northampton,Democrat,55.7,1192
Tennessee,Cheatham,Democrat,63.2,1866
Missouri,Franklin,Democrat,60.8,8485
Oklahoma,Cleveland,Democrat,65.8,26861
Montana,Chouteau,Democrat,57.4,457
Washington,Wahkiakum,Democrat,52.0,19
Arkansas,Independence,Democrat,59.0,1580
Tennessee,Sequatchie,Democrat,59.0,479
Iowa,Louisa,Democrat,60.2,400
Alabama,Geneva,Democrat,58.6,701
Iowa,Decatur,Democrat,59.9,299
Pennsylvania,Bradford,Democrat,58.3,3553
South Dakota,Potter,Democrat,51.0,113
Iowa,Webster,Democrat,61.4,1599
Texas,Starr,Democrat,55.7,8549
Iowa,Sioux,Democrat,58.6,399
Missouri,Cape Girardeau,Democrat,63.1,4411
Mississippi,Lauderdale,Democrat,60.9,3925
California,San Diego,Democrat,65.0,251711
Oregon,Harney,Democrat,57.2,588
Texas,Angelina,Democrat,58.9,2572
Colorado,Las Animas,Democrat,58.7,186
Virginia,Chesapeake,Democrat,63.7,21677
Arkansas,Boone,Democrat,57.6,1190
South Carolina,Barnwell,Democrat,58.8,1769
Georgia,Fayette,Democrat,59.9,10175
Pennsylvania,Elk,Democrat,59.7,3319
Indiana,Clinton,Democrat,57.9,1770
Mississippi,Benton,Democrat,59.7,650
Texas,Terrell,Democrat,56.9,131
Georgia,Chattooga,Democrat,60.9,868
Georgia,Coffee,Democrat,63.0,1403
Mississippi,Tallahatchie,Democrat,66.1,1507
Maryland,Queen Anne's,Democrat,60.4,4101
Mississippi,Lawrence,Democrat,59.8,1291
Wisconsin,Lincoln,Democrat,59.8,4171
Virginia,Hampton,Democrat,64.6,17293
Oklahoma,Beaver,Democrat,57.5,146
Missouri,Ste. Genevieve,Democrat,60.5,1640
Wisconsin,Lafayette,Democrat,58.6,2497
Nebraska,Thayer,Democrat,53.4,58
New Mexico,Sandoval,Democrat,60.3,14406
Idaho,Jefferson,Democrat,54.1,125
Kentucky,Washington,Democrat,59.8,1183
North Carolina,Burke,Democrat,61.7,6971
Nebraska,Stanton,Democrat,59.1,54
Ohio,Logan,Democrat,59.5,2010
Iowa,Jefferson,Democrat,64.4,899
Arkansas,Calhoun,Democrat,62.1,725
Texas,Brazos,Democrat,71.2,7139
Oklahoma,Love,Democrat,56.5,816
Washington,Walla Walla,Democrat,61.8,154
Florida,Manatee,Democrat,55.0,28281
Oklahoma,Dewey,Democrat,54.5,404
Mississippi,Stone,Democrat,63.3,688
Arkansas,Chicot,Democrat,57.6,1617
Indiana,Ohio,Democrat,60.4,426
Montana,Fergus,Democrat,56.6,770
Louisiana,St. Bernard,Democrat,63.3,1584
Colorado,Costilla,Democrat,56.0,87
Alabama,Randolph,Democrat,58.4,1564
Idaho,Kootenai,Democrat,59.4,2054
Nevada,Pershing,Democrat,67.7,65
Iowa,Delaware,Democrat,58.1,800
Illinois,Henry,Democrat,58.9,4212
New York,Ulster,Democrat,64.1,18499
Pennsylvania,Clinton,Democrat,62.5,3337
Michigan,Luce,Democrat,63.4,458
Louisiana,DeSoto,Democrat,59.3,1826
Arkansas,Jackson,Democrat,62.9,927
Kentucky,Gallatin,Democrat,62.1,600
Utah,Utah,Democrat,57.9,7082
Iowa,Poweshiek,Democrat,60.4,899
Pennsylvania,Juniata,Democrat,57.6,1379
California,Lassen,Democrat,70.5,1460
Texas,Nolan,Democrat,57.3,392
Arkansas,Craighead,Democrat,62.1,5405
Texas,Medina,Democrat,60.6,1505
Texas,La Vaca,Democrat,54.5,459
Virginia,Harrisonburg,Democrat,75.7,4392
Montana,Blaine,Democrat,55.6,676
Texas,Crane,Democrat,58.7,86
New York,Rensselaer,Democrat,64.6,11387
Virginia,Wythe,Democrat,60.2,951
Georgia,Pulaski,Democrat,61.4,436
Texas,Freestone,Democrat,58.7,482
Texas,King,Democrat,61.8,3
Florida,Hernando,Democrat,53.8,14394
Illinois,Adams,Democrat,58.8,3340
Michigan,Schoolcraft,Democrat,57.7,657
Washington,Mason,Democrat,59.4,214
Pennsylvania,McKean,Democrat,61.7,2180
Kentucky,Jackson,Democrat,62.1,206
Virginia,Craig,Democrat,59.6,219
Georgia,DeKalb,Democrat,65.9,114920
Georgia,Pickens,Democrat,58.8,801
Missouri,Butler,Democrat,58.6,1655
Texas,Ward,Democrat,57.9,453
Michigan,Isabella,Democrat,71.6,6056
Idaho,Custer,Democrat,58.7,43
Iowa,Adair,Democrat,55.8,300
Texas,Yoakum,Democrat,55.8,19
Ohio,Wyandot,Democrat,58.7,1308
Missouri,Pettis,Democrat,59.6,2774
Oregon,Sherman,Democrat,57.2,148
Ohio,Richland,Democrat,60.1,9305
Iowa,Marshall,Democrat,57.6,1799
New Mexico,Dona Ana,Democrat,60.4,16340
Texas,Palo Pinto,Democrat,57.6,591
Kentucky,Trigg,Democrat,57.1,1319
California,San Benito,Democrat,61.8,3461
New York,Cortland,Democrat,65.4,3280
Ohio,Williams,Democrat,59.5,2163
Missouri,Bollinger,Democrat,59.6,445
Texas,Harris,Democrat,63.7,219975
Wisconsin,Eau Claire,Democrat,65.4,20381
Virginia,Botetourt,Democrat,60.0,1583
Illinois,Clark,Democrat,58.5,1224
Pennsylvania,Centre,Democrat,72.2,18700
Illinois,Woodford,Democrat,59.1,2893
New Jersey,Passaic,Democrat,62.5,43654
South Carolina,Cherokee,Democrat,60.9,2384
Texas,Milam,Democrat,55.8,829
Maryland,Wicomico,Democrat,63.7,8377
Nebraska,Grant,Democrat,59.8,0
Indiana,White,Democrat,57.8,1621
Alabama,Winston,Democrat,59.1,441
Kentucky,Owen,Democrat,60.2,1173
North Carolina,Durham,Democrat,66.9,61429
Virginia,Bristol,Democrat,60.1,752
West Virginia,Randolph,Democrat,60.8,4007
Montana,Jefferson,Democrat,60.3,1503
New Jersey,Cumberland,Democrat,62.6,10704
Florida,Collier,Democrat,52.3,18839
Colorado,Pueblo,Democrat,59.7,2400
Illinois,Macon,Democrat,59.7,10935
Alabama,Tallapoosa,Democrat,59.3,2966
Maryland,St. Mary's,Democrat,63.1,7966
Mississippi,Montgomery,Democrat,58.1,1062
Ohio,Hamilton,Democrat,62.5,96643
Oklahoma,Garvin,Democrat,58.0,2414
New York,Albany,Democrat,65.8,38872
Michigan,Gratiot,Democrat,63.1,2997
Missouri,McDonald,Democrat,59.7,749
Virginia,Stafford,Democrat,64.1,10577
Georgia,White,Democrat,58.1,938
Texas,Briscoe,Democrat,54.3,27
Florida,Liberty,Democrat,69.2,708
Michigan,Emmet,Democrat,59.7,3958
Missouri,Cass,Democrat,59.5,7950
Missouri,Ray,Democrat,59.5,1910
Illinois,Alexander,Democrat,58.9,1204
Utah,Juab,Democrat,53.2,71
New Mexico,Colfax,Democrat,57.3,1689
Louisiana,St. John the Baptist,Democrat,62.2,4382
Louisiana,St. James,Democrat,61.1,2438
Texas,Chambers,Democrat,61.5,980
Texas,San Saba,Democrat,56.4,85
Iowa,Lucas,Democrat,55.7,300
Utah,Sevier,Democrat,54.1,119
Indiana,Madison,Democrat,61.0,13805
Pennsylvania,Cameron,Democrat,58.7,404
Maryland,Anne Arundel,Democrat,64.0,59787
Michigan,Manistee,Democrat,58.8,2766
Virginia,King George,Democrat,62.1,1528
Georgia,Candler,Democrat,57.7,544
Oklahoma,Tulsa,Democrat,61.4,51897
North Carolina,Orange,Democrat,68.4,35642
Kentucky,Fleming,Democrat,59.5,1433
Texas,Sutton,Democrat,58.4,37
Wisconsin,Monroe,Democrat,59.0,5803
Missouri,Putnam,Democrat,55.1,210
Georgia,Lowndes,Democrat,64.2,5682
Idaho,Lemhi,Democrat,54.5,88
Iowa,Guthrie,Democrat,56.1,400
South Dakota,Moody,Democrat,57.4,469
North Carolina,Halifax,Democrat,59.8,8537
Arkansas,Sevier,Democrat,57.6,509
Washington,Benton,Democrat,59.9,492
Georgia,Banks,Democrat,60.9,341
Michigan,Ionia,Democrat,63.8,4303
California,Sonoma,Democrat,62.7,87638
Indiana,Newton,Democrat,60.1,955
Arkansas,Clay,Democrat,58.2,1616
Oklahoma,Johnston,Democrat,58.7,866
North Carolina,Currituck,Democrat,63.0,1490
Texas,El Paso,Democrat,60.4,53243
Iowa,Hamilton,Democrat,57.6,599
Indiana,Crawford,Democrat,60.4,1300
Washington,Stevens,Democrat,57.2,124
Illinois,Cass,Democrat,59.1,1043
Iowa,Buena Vista,Democrat,60.1,599
Nebraska,Banner,Democrat,51.4,7
Louisiana,Concordia,Democrat,60.2,2159
Missouri,Wayne,Democrat,57.3,657
Wisconsin,Juneau,Democrat,60.5,3200
California,Mono,Democrat,68.7,1672
Texas,Duval,Democrat,57.1,2795
Louisiana,Pointe Coupee,Democrat,58.8,2032
South Dakota,Jerauld,Democrat,51.9,161
Louisiana,East Baton Rouge,Democrat,64.8,40930
Pennsylvania,Somerset,Democrat,61.3,6317
Alabama,Autauga,Democrat,61.0,2931
Arkansas,Drew,Democrat,61.5,1725
Tennessee,Davidson,Democrat,67.4,66311
Texas,Polk,Democrat,59.6,1181
Georgia,Echols,Democrat,61.0,68
Arkansas,Desha,Democrat,57.3,1791
Kentucky,Woodford,Democrat,61.5,3780
West Virginia,Marshall,Democrat,60.3,4048
South Carolina,Charleston,Democrat,65.3,39955
Pennsylvania,Lancaster,Democrat,59.5,40982
Texas,Montgomery,Democrat,61.2,12580
Michigan,Lake,Democrat,56.9,1062
Nebraska,Wayne,Democrat,66.4,110
Florida,Sumter,Democrat,39.7,10044
Illinois,Jasper,Democrat,58.9,762
Virginia,Gloucester,Democrat,62.0,2441
Indiana,Ripley,Democrat,58.8,1364
Louisiana,Plaquemines,Democrat,61.1,888
Florida,Pinellas,Democrat,59.9,103441
Texas,San Patricio,Democrat,58.5,3482
Montana,Petroleum,Democrat,57.1,32
Kentucky,Union,Democrat,64.9,1778
Kentucky,Christian,Democrat,61.2,4373
Tennessee,Knox,Democrat,64.0,25471
Alabama,Clay,Democrat,59.0,942
Oregon,Lake,Democrat,58.5,492
Indiana,Benton,Democrat,58.5,425
Iowa,Scott,Democrat,61.5,8198
Texas,Lubbock,Democrat,64.0,9879
Iowa,Grundy,Democrat,56.8,398
Alabama,Monroe,Democrat,58.7,2643
Oklahoma,Cotton,Democrat,57.9,592
Wisconsin,Jackson,Democrat,60.0,3139
Virginia,Colonial Heights,Democrat,56.8,723
Florida,Brevard,Democrat,58.7,51918
Michigan,Leelanau,Democrat,54.9,3818
Wisconsin,Green Lake,Democrat,56.2,2017
Texas,Zavala,Democrat,56.9,1930
Georgia,Chattahoochee,Democrat,73.3,222
Nebraska,Harlan,Democrat,53.9,25
Oklahoma,Atoka,Democrat,59.7,1093
Virginia,Smyth,Democrat,59.9,887
Kentucky,Bourbon,Democrat,59.8,2196
Texas,Erath,Democrat,65.5,792
Nebraska,Butler,Democrat,55.8,53
Missouri,Barry,Democrat,56.8,1670
Mississippi,Jeff Davis,Democrat,59.7,1996
Georgia,Effingham,Democrat,62.3,1798
Virginia,Tazewell,Democrat,61.2,1159
Illinois,Marshall,Democrat,58.3,1154
Virginia,King and Queen,Democrat,60.7,603
Kentucky,Boyle,Democrat,62.1,3099
Michigan,Midland,Democrat,61.7,7665
Mississippi,Simpson,Democrat,59.1,2149
Illinois,Tazewell,Democrat,59.9,13021
Michigan,Oakland,Democrat,62.8,176454
Nevada,Mineral,Democrat,55.8,73
West Virginia,Greenbrier,Democrat,59.2,4758
Michigan,Saginaw,Democrat,60.7,21967
Nebraska,Nemaha,Democrat,60.8,74
Texas,Hutchinson,Democrat,58.9,256
Arkansas,Lafayette,Democrat,58.3,603
Washington,Garfield,Democrat,55.5,5
Ohio,Franklin,Democrat,65.4,152509
South Carolina,Newberry,Democrat,60.0,2587
Missouri,New Madrid,Democrat,58.6,1051
Kentucky,Floyd,Democrat,62.0,6337
Oklahoma,Grant,Democrat,55.6,349
Arkansas,Perry,Democrat,60.0,1076
Texas,Kimble,Democrat,54.5,63
Nebraska,Webster,Democrat,55.3,24
Georgia,Wilcox,Democrat,65.2,343
New York,Lewis,Democrat,59.8,1097
Idaho,Twin Falls,Democrat,57.6,723
Texas,Shackelford,Democrat,58.0,29
West Virginia,Hardy,Democrat,59.9,1538
Texas,Midland,Democrat,62.2,2403
Tennessee,McMinn,Democrat,59.6,1646
Oklahoma,Major,Democrat,56.3,355
Idaho,Jerome,Democrat,57.1,139
Wyoming,Converse,Democrat,61.2,5
Georgia,Meriwether,Democrat,59.0,1700
North Carolina,Gates,Democrat,60.6,1105
Alabama,Barbour,Democrat,62.3,2789
North Carolina,Pitt,Democrat,66.8,19404
Arkansas,Carroll,Democrat,56.8,0
Wisconsin,Langlade,Democrat,57.9,2628
Kentucky,Hart,Democrat,59.4,1879
Michigan,St. Joseph,Democrat,58.5,3601
Texas,Liberty,Democrat,62.2,1419
Missouri,Clinton,Democrat,58.9,1617
Florida,Seminole,Democrat,64.3,37169
Virginia,Roanoke,Democrat,59.6,6083
Maryland,Howard,Democrat,63.2,49625
Wyoming,Park,Democrat,59.4,13
Texas,Brazoria,Democrat,62.3,12716
Louisiana,Tensas,Democrat,55.4,553
Montana,Mineral,Democrat,55.1,386
Virginia,Fairfax City,Democrat,61.1,3083
Ohio,Defiance,Democrat,59.7,2942
Kentucky,Monroe,Democrat,59.2,235
Missouri,Benton,Democrat,53.6,1236
South Dakota,Davison,Democrat,59.6,982
Montana,Deer Lodge,Democrat,63.1,1771
Georgia,Catoosa,Democrat,60.4,2108
Michigan,Menominee,Democrat,58.7,1640
Missouri,Lawrence,Democrat,56.7,1900
Louisiana,Morehouse,Democrat,58.8,1811
Pennsylvania,Crawford,Democrat,60.3,7242
Mississippi,Leflore,Democrat,60.4,2313
Texas,Sabine,Democrat,52.8,274
Colorado,Elbert,Democrat,63.6,233
Indiana,Tipton,Democrat,59.3,1043
Pennsylvania,Columbia,Democrat,64.8,5837
Georgia,Turner,Democrat,55.1,411
Utah,Morgan,Democrat,53.3,143
Oregon,Polk,Democrat,59.6,9763
New Mexico,Valencia,Democrat,60.0,6000
Oklahoma,Delaware,Democrat,55.7,3220
Arkansas,Ouachita,Democrat,58.7,2620
Kentucky,Clinton,Democrat,59.0,244
Illinois,Winnebago,Democrat,60.6,31780
South Carolina,Edgefield,Democrat,64.7,1775
South Dakota,Charles Mix,Democrat,52.6,570
Texas,Hemphill,Democrat,55.9,23
South Carolina,Sumter,Democrat,60.9,11257
Georgia,Bryan,Democrat,60.7,1394
Wyoming,Natrona,Democrat,63.3,38
Iowa,Franklin,Democrat,57.1,398
Nebraska,Blaine,Democrat,54.8,9
Colorado,Pitkin,Democrat,68.1,770
Iowa,Keokuk,Democrat,56.7,400
Oregon,Jackson,Democrat,58.8,28595
Indiana,Dubois,Democrat,60.0,4598
Florida,Sarasota,Democrat,51.1,41657
Nebraska,Keith,Democrat,56.2,77
Pennsylvania,Huntingdon,Democrat,62.5,2966
Indiana,Fountain,Democrat,58.2,875
Mississippi,Lincoln,Democrat,59.7,2126
Michigan,Missaukee,Democrat,57.7,990
Ohio,Erie,Democrat,59.3,9748
Illinois,Bond,Democrat,64.1,1576
Kentucky,Mercer,Democrat,59.8,2319
Wisconsin,Price,Democrat,58.3,2247
Georgia,Lumpkin,Democrat,65.4,1092
Oklahoma,LeFlore,Democrat,59.1,3781
New York,Allegany,Democrat,62.2,1881
Utah,Sanpete,Democrat,59.6,308
Virginia,Patrick,Democrat,57.7,733
Georgia,Wayne,Democrat,60.9,936
Washington,Lincoln,Democrat,54.4,30
Washington,Skamania,Democrat,61.8,51
South Dakota,Lyman,Democrat,56.1,230
Kentucky,Anderson,Democrat,61.9,2781
Texas,Waller,Democrat,64.5,1778
Michigan,Bay,Democrat,60.7,12300
South Dakota,Turner,Democrat,56.3,410
Montana,Rosebud,Democrat,57.2,610
Florida,Flagler,Democrat,53.5,9129
Missouri,Audrain,Democrat,59.8,1477
Montana,Park,Democrat,61.4,2390
Kentucky,Shelby,Democrat,61.9,4239
Kentucky,Logan,Democrat,58.6,2208
Pennsylvania,Dauphin,Democrat,62.2,32106
North Carolina,Yadkin,Democrat,59.8,1615
New York,Broome,Democrat,62.8,16211
South Dakota,Edmunds,Democrat,55.9,325
Ohio,Brown,Democrat,59.8,2629
Kentucky,Fayette,Democrat,67.2,37062
Virginia,Scott,Democrat,59.6,538
Illinois,Sangamon,Democrat,61.5,19620
Oklahoma,Pottawatomie,Democrat,60.1,5700
California,San Francisco,Democrat,72.2,152261
Wisconsin,Burnett,Democrat,55.6,1850
Montana,Glacier,Democrat,57.8,2002
Florida,Wakulla,Democrat,66.0,3083
Missouri,Pike,Democrat,61.6,1136
Kentucky,Russell,Democrat,58.7,675
Missouri,Dunklin,Democrat,56.7,1172
Arizona,Gila,Democrat,53.0,3501
South Carolina,Fairfield,Democrat,61.5,3700
Iowa,Benton,Democrat,59.3,1200
Montana,Sheridan,Democrat,58.3,325
Ohio,Gallia,Democrat,59.6,1911
Iowa,Clay,Democrat,57.6,599
Iowa,Butler,Democrat,55.4,600
Texas,Blanco,Democrat,58.4,419
Kentucky,Boyd,Democrat,60.9,4455
Maryland,Calvert,Democrat,62.8,8415
California,Orange,Democrat,63.9,224559
Wisconsin,Milwaukee,Democrat,63.5,194646
Louisiana,Franklin,Democrat,57.6,868
Idaho,Idaho County,Democrat,56.0,138
Indiana,Starke,Democrat,60.0,2332
Louisiana,St. Charles,Democrat,63.0,3032
California,Los Angeles,Democrat,65.0,1025158
Wisconsin,Douglas,Democrat,63.1,8084
Michigan,Alpena,Democrat,59.1,2449
New Mexico,Lincoln,Democrat,55.1,1042
Washington,Grays Harbor,Democrat,60.0,241
Indiana,Elkhart,Democrat,58.8,11723
Mississippi,Carroll,Democrat,59.2,910
Louisiana,Red River,Democrat,58.7,647
North Carolina,Forsyth,Democrat,61.9,41225
California,San Mateo,Democrat,63.8,77361
Iowa,Madison,Democrat,57.7,600
Wisconsin,Barron,Democrat,58.1,5530
Oklahoma,Pontotoc,Democrat,60.5,3578
Nebraska,Chase,Democrat,55.2,26
Nebraska,Sarpy,Democrat,61.6,2719
Iowa,Pottawattamie,Democrat,60.6,3099
Louisiana,Winn,Democrat,62.0,681
Nebraska,Pawnee,Democrat,52.3,40
South Carolina,Dillon,Democrat,59.3,1907
Kentucky,Wolfe,Democrat,58.5,913
West Virginia,Mingo,Democrat,62.4,3499
Missouri,Dade,Democrat,56.7,414
Colorado,Yuma,Democrat,56.1,78
Alabama,Lee,Democrat,68.1,9601
Texas,Kleberg,Democrat,63.1,2368
New York,Orange,Democrat,61.4,23775
Indiana,Martin,Democrat,59.7,893
Colorado,Huerfano,Democrat,54.8,243
Idaho,Elmore,Democrat,61.8,233
West Virginia,Taylor,Democrat,61.7,1870
Florida,Charlotte,Democrat,49.3,12759
Indiana,Bartholomew,Democrat,60.8,5960
Arkansas,Columbia,Democrat,61.8,1314
Louisiana,Avoyelles,Democrat,60.7,1636
Montana,Yellowstone,Democrat,61.1,14819
Texas,Mitchell,Democrat,66.2,140
Tennessee,Maury,Democrat,61.5,3671
Ohio,Columbiana,Democrat,60.8,7679
Oklahoma,Pittsburg,Democrat,59.7,4743
North Carolina,Franklin,Democrat,61.8,7809
Idaho,Oneida,Democrat,52.7,11
Wisconsin,Vernon,Democrat,55.6,5410
Iowa,Boone,Democrat,60.3,1300
New Jersey,Atlantic,Democrat,62.1,17819
Michigan,Hillsdale,Democrat,60.0,2357
Georgia,Bacon,Democrat,59.9,171
Arizona,Santa Cruz,Democrat,55.9,3701
Iowa,Howard,Democrat,55.1,399
Illinois,Montgomery,Democrat,61.1,2507
Texas,Kent,Democrat,51.6,50
New York,Tioga,Democrat,60.2,3057
Wisconsin,Iowa,Democrat,60.0,5359
North Carolina,Alleghany,Democrat,57.4,1134
North Carolina,Polk,Democrat,55.2,2222
Kentucky,Crittenden,Democrat,58.0,584
South Carolina,Anderson,Democrat,59.7,8241
Colorado,Montrose,Democrat,56.2,468
Nebraska,Scotts Bluff,Democrat,57.8,329
Virginia,King William,Democrat,62.1,1156
Florida,Palm Beach,Democrat,57.8,142683
Kentucky,Breckinridge,Democrat,59.5,1752
California,Imperial,Democrat,59.5,8474
Georgia,Webster,Democrat,59.0,188
South Carolina,Lexington,Democrat,62.1,14394
Colorado,San Miguel,Democrat,70.7,418
Wisconsin,Richland,Democrat,58.2,3060
Texas,Tom Green,Democrat,61.9,2884
Oregon,Curry,Democrat,53.2,2991
Oklahoma,Harmon,Democrat,55.8,289
Montana,Stillwater,Democrat,58.3,593
South Dakota,Brown,Democrat,60.3,2507
Nebraska,Nance,Democrat,57.0,25
Georgia,Burke,Democrat,59.7,1843
Georgia,Heard,Democrat,60.7,387
Missouri,Sullivan,Democrat,58.7,289
Texas,Deaf Smith,Democrat,56.2,286
Florida,Leon,Democrat,69.5,47199
Georgia,Randolph,Democrat,58.5,761
Kentucky,Estill,Democrat,61.0,886
Arkansas,Sebastian,Democrat,61.0,5920
Nebraska,Douglas,Democrat,62.7,11709
Ohio,Fayette,Democrat,59.5,1293
Ohio,Fairfield,Democrat,61.1,11482
Tennessee,Cumberland,Democrat,52.8,2200
Wisconsin,La Crosse,Democrat,64.8,24040
Texas,Fayette,Democrat,55.3,893
Indiana,Jay,Democrat,57.4,1396
Tennessee,Chester,Democrat,61.4,485
Georgia,Coweta,Democrat,61.9,6769
North Carolina,Perquimans,Democrat,55.4,1192
Florida,Marion,Democrat,53.3,28112
Arkansas,Crittenden,Democrat,60.0,4101
West Virginia,Wayne,Democrat,60.4,4832
Wisconsin,Pepin,Democrat,57.3,995
Montana,Judith Basin,Democrat,58.7,138
Nebraska,McPherson,Democrat,54.8,4
South Carolina,Dorchester,Democrat,62.8,9796
Texas,Jefferson,Democrat,62.9,21020
New Mexico,Chaves,Democrat,58.0,2188
Pennsylvania,Philadelphia,Democrat,65.3,338473
Colorado,Routt,Democrat,68.5,636
Georgia,Stephens,Democrat,59.3,744
Alabama,Russell,Democrat,62.2,5369
Indiana,Daviess,Democrat,56.3,1240
Iowa,Union,Democrat,58.0,499
Louisiana,Sabine,Democrat,57.1,646
Missouri,Schuyler,Democrat,55.1,243
Michigan,Osceola,Democrat,57.4,1623
Kentucky,Jefferson,Democrat,62.8,109138
North Carolina,Washington,Democrat,57.6,1971
Indiana,Owen,Democrat,60.9,1687
Kentucky,Lawrence,Democrat,61.0,1103
North Carolina,Macon,Democrat,54.7,2976
Maryland,Washington,Democrat,61.9,10718
Tennessee,Montgomery,Democrat,64.2,8388
Texas,Lipscomb,Democrat,58.9,33
Wyoming,Laramie,Democrat,62.2,51
North Carolina,Graham,Democrat,56.5,616
Arkansas,Marion,Democrat,55.9,735
New York,Essex,Democrat,61.7,2640
South Dakota,Butte,Democrat,57.3,451
Georgia,Evans,Democrat,58.2,432
Alabama,Marion,Democrat,58.7,823
Oklahoma,Adair,Democrat,58.7,1553
Georgia,Mitchell,Democrat,61.4,1541
Tennessee,Marshall,Democrat,61.1,1222
Montana,Golden Valley,Democrat,55.3,56
Colorado,Gilpin,Democrat,68.1,247
Oklahoma,Payne,Democrat,69.5,6451
Kentucky,McLean,Democrat,57.7,1105
Indiana,Perry,Democrat,62.5,2472
Wisconsin,Taylor,Democrat,58.0,2128
Nevada,Elko,Democrat,62.7,86
Idaho,Cassia,Democrat,54.2,93
Colorado,Ouray,Democrat,58.4,242
Mississippi,Bolivar,Democrat,60.7,3522
Illinois,Morgan,Democrat,61.6,2195
Alabama,Cherokee,Democrat,58.7,980
Wisconsin,Racine,Democrat,61.4,28737
North Carolina,Clay,Democrat,54.0,842
Texas,Reeves,Democrat,65.5,1691
Washington,Spokane,Democrat,62.7,1532
South Dakota,Lincoln,Democrat,60.4,2588
Ohio,Wayne,Democrat,59.2,6673
Ohio,Portage,Democrat,66.0,17542
Colorado,Conejos,Democrat,55.5,123
Louisiana,Cameron,Democrat,62.4,255
Indiana,Noble,Democrat,59.7,2408
Tennessee,Macon,Democrat,59.9,512
Michigan,Allegan,Democrat,60.0,9034
Georgia,Taylor,Democrat,60.8,538
Virginia,Spotsylvania,Democrat,62.2,8879
Washington,Whatcom,Democrat,64.4,861
Michigan,Charlevoix,Democrat,58.2,2774
Arkansas,Newton,Democrat,56.2,403
Iowa,Woodbury,Democrat,60.2,3600
Washington,San Juan,Democrat,56.5,104
Texas,Cass,Democrat,56.3,1041
Texas,Washington,Democrat,58.6,1056
Illinois,Lee,Democrat,62.2,3250
Mississippi,DeSoto,Democrat,61.5,7360
South Dakota,Beadle,Democrat,57.5,874
Kentucky,Elliott,Democrat,62.9,744
Arkansas,Saint Francis,Democrat,63.6,2266
Idaho,Lincoln,Democrat,56.8,37
Florida,Monroe,Democrat,64.2,8569
Oregon,Hood River,Democrat,60.9,4160
Pennsylvania,Cambria,Democrat,60.3,17145
Iowa,Mitchell,Democrat,54.6,400
Iowa,Mills,Democrat,60.0,499
South Dakota,Sanborn,Democrat,58.9,111
Tennessee,Lawrence,Democrat,57.6,2225
Ohio,Medina,Democrat,61.0,14801
South Dakota,Marshall,Democrat,58.8,456
Virginia,Staunton,Democrat,60.5,2478
Mississippi,Oktibbeha,Democrat,71.7,3128
Michigan,Iosco,Democrat,55.0,2279
Illinois,Madison,Democrat,62.1,34055
Mississippi,Jackson,Democrat,61.6,6259
North Carolina,Avery,Democrat,63.6,751
West Virginia,Monongalia,Democrat,73.2,13059
Nebraska,Dundy,Democrat,55.5,15
