"state","county","party","osoby_18_do_65_hr","liczba_glosow"
Iowa,Montgomery,Democrat,56.6,300
Texas,Donley,Democrat,57.0,68
Texas,Van Zandt,Democrat,56.7,1099
North Carolina,Buncombe,Democrat,62.5,48517
Michigan,Clare,Democrat,58.2,2329
Virginia,Alexandria,Democrat,72.1,23289
Virginia,Albemarle,Democrat,62.5,15122
Oregon,Umatilla,Democrat,60.1,4292
Texas,Montague,Democrat,55.5,275
Indiana,Carroll,Democrat,59.1,1156
Washington,Pacific,Democrat,55.1,95
Virginia,Frederick,Democrat,61.3,4200
Kentucky,Simpson,Democrat,60.1,1403
Florida,Columbia,Democrat,60.9,3975
Nebraska,Howard,Democrat,56.0,73
Illinois,Fulton,Democrat,60.9,4687
Missouri,Adair,Democrat,67.9,1952
Virginia,Alleghany,Democrat,56.6,679
Nebraska,Boone,Democrat,55.4,44
Pennsylvania,Adams,Democrat,61.1,7912
Kentucky,Rockcastle,Democrat,61.4,492
Pennsylvania,Susquehanna,Democrat,60.3,3282
Michigan,Mecosta,Democrat,64.2,2940
Tennessee,Johnson,Democrat,62.0,468
Nebraska,Dawes,Democrat,64.0,185
South Dakota,Perkins,Democrat,55.5,136
Texas,Concho,Democrat,71.4,38
Washington,Douglas,Democrat,57.9,86
North Carolina,Wilson,Democrat,60.0,9343
Georgia,Newton,Democrat,61.0,9270
Missouri,Dallas,Democrat,57.1,912
Texas,Winkler,Democrat,58.7,41
Mississippi,Winston,Democrat,59.0,1644
Ohio,Clinton,Democrat,60.8,1851
California,San Luis Obispo,Democrat,64.4,32980
Missouri,Greene,Democrat,63.7,28313
Missouri,Jackson,Democrat,62.5,91683
Georgia,Richmond,Democrat,63.7,19847
Missouri,Hickory,Democrat,51.1,133
Arkansas,Stone,Democrat,54.5,968
Pennsylvania,Lackawanna,Democrat,61.2,40236
Texas,Coleman,Democrat,54.7,124
Idaho,Benewah,Democrat,56.6,69
Wyoming,Sheridan,Democrat,60.1,14
West Virginia,Roane,Democrat,58.8,1743
Maryland,Kent,Democrat,58.6,2478
Iowa,Carroll,Democrat,56.7,800
Missouri,Bates,Democrat,57.2,1150
Louisiana,Vernon,Democrat,62.9,1051
Nevada,Lincoln,Democrat,57.5,63
Illinois,JoDaviess,Democrat,56.1,2540
New York,Schuyler,Democrat,61.1,1309
Arkansas,Polk,Democrat,54.9,621
Virginia,Amherst,Democrat,61.3,1590
South Dakota,Codington,Democrat,60.1,1473
Iowa,Winnebago,Democrat,58.2,400
South Carolina,Georgetown,Democrat,55.9,6277
Indiana,Marshall,Democrat,58.4,2907
Alabama,Dallas,Democrat,59.2,10351
Mississippi,Tate,Democrat,60.8,1677
South Carolina,Lee,Democrat,63.2,2495
Indiana,Pike,Democrat,59.1,1151
New York,Otsego,Democrat,64.7,4440
Oklahoma,Carter,Democrat,58.9,3353
Virginia,Louisa,Democrat,61.4,2479
West Virginia,Jefferson,Democrat,63.0,6151
Texas,Austin,Democrat,58.2,657
Arkansas,Jefferson,Democrat,61.6,12051
Florida,Levy,Democrat,57.3,2924
Virginia,Page,Democrat,59.9,764
Tennessee,Lincoln,Democrat,59.1,1056
Michigan,Muskegon,Democrat,61.1,18282
South Carolina,Kershaw,Democrat,60.0,4829
Virginia,Carroll,Democrat,59.0,1045
Louisiana,Caddo,Democrat,60.9,20179
Idaho,Payette,Democrat,55.9,137
Illinois,Hamilton,Democrat,57.5,903
Virginia,James City,Democrat,56.2,7960
Michigan,Macomb,Democrat,62.5,93839
Arizona,Cochise,Democrat,57.7,7919
West Virginia,Pleasants,Democrat,62.3,874
Illinois,Perry,Democrat,63.3,1783
Iowa,Polk,Democrat,63.1,22800
South Carolina,Greenville,Democrat,62.2,30772
Texas,Navarro,Democrat,57.6,1288
South Carolina,Berkeley,Democrat,63.3,13055
Mississippi,Lamar,Democrat,62.6,2008
Colorado,Dolores,Democrat,57.6,30
Tennessee,Union,Democrat,60.4,512
Indiana,Blackford,Democrat,57.9,1007
Illinois,Jefferson,Democrat,60.6,3452
Pennsylvania,Chester,Democrat,62.0,59031
Georgia,Laurens,Democrat,59.0,2747
Illinois,Bureau,Democrat,58.3,3370
Arkansas,Van Buren,Democrat,55.7,1206
Virginia,Dinwiddie,Democrat,63.4,2310
Mississippi,Wayne,Democrat,59.5,1692
Kentucky,Pendleton,Democrat,63.0,934
Texas,Foard,Democrat,53.7,192
North Carolina,Sampson,Democrat,59.3,5344
Michigan,Ottawa,Democrat,61.9,22020
Wisconsin,Waupaca,Democrat,59.3,6465
Arkansas,Searcy,Democrat,56.1,385
Texas,McLennan,Democrat,61.8,8164
Wisconsin,Green,Democrat,60.0,7125
Illinois,Calhoun,Democrat,56.8,949
Virginia,New Kent,Democrat,64.0,1391
Virginia,Isle of Wight,Democrat,61.6,3299
Ohio,Ashtabula,Democrat,60.0,9576
New York,Herkimer,Democrat,60.1,3132
North Carolina,Pasquotank,Democrat,62.9,3599
Wisconsin,Clark,Democrat,54.7,3417
Texas,Dallam,Democrat,59.3,37
Pennsylvania,Lawrence,Democrat,59.6,9814
Missouri,Worth,Democrat,55.3,135
Colorado,Broomfield,Democrat,63.1,1573
New Jersey,Mercer,Democrat,64.3,44603
West Virginia,Pendleton,Democrat,57.6,868
Oklahoma,McIntosh,Democrat,55.2,2283
Texas,Newton,Democrat,60.6,1134
Indiana,Fulton,Democrat,58.5,1277
Iowa,Palo Alto,Democrat,56.6,399
West Virginia,Hampshire,Democrat,60.1,1820
Iowa,Van Buren,Democrat,55.9,199
Texas,Coke,Democrat,53.4,50
Oregon,Lincoln,Democrat,58.1,8701
Florida,Bay,Democrat,62.3,9340
Arkansas,Saline,Democrat,59.1,6366
New York,Hamilton,Democrat,58.1,333
Missouri,Holt,Democrat,57.3,238
Virginia,Charlotte,Democrat,58.2,797
Texas,Tarrant,Democrat,62.7,103097
Missouri,Iron,Democrat,59.4,775
Texas,Victoria,Democrat,59.6,3323
Alabama,Washington,Democrat,60.5,2073
Oklahoma,Grady,Democrat,60.7,4306
South Dakota,Corson,Democrat,54.9,263
Ohio,Jackson,Democrat,60.2,1704
Alabama,Crenshaw,Democrat,59.3,1015
Virginia,Pulaski,Democrat,61.0,1425
Texas,Fannin,Democrat,60.2,782
Wyoming,Big Horn,Democrat,55.5,4
Idaho,Boise,Democrat,60.1,112
Georgia,Bartow,Democrat,62.0,3706
Texas,Hardin,Democrat,60.0,1023
Texas,Howard,Democrat,65.8,541
North Carolina,Martin,Democrat,58.7,3566
Illinois,Kendall,Democrat,61.2,12765
Indiana,LaGrange,Democrat,53.8,1099
Hawaii,Kauai,Democrat,60.3,2656
West Virginia,Clay,Democrat,58.1,1188
Iowa,Davis,Democrat,53.6,300
Oklahoma,Stephens,Democrat,58.2,3282
Missouri,Grundy,Democrat,55.3,481
Texas,Hale,Democrat,59.3,488
Alabama,Elmore,Democrat,63.0,3713
Texas,Roberts,Democrat,56.7,5
Arkansas,Benton,Democrat,60.0,10346
Nebraska,Saline,Democrat,60.8,198
Oklahoma,Kingfisher,Democrat,57.8,740
Kentucky,Whitley,Democrat,61.0,931
South Carolina,Colleton,Democrat,58.4,3515
New Mexico,San Juan,Democrat,59.6,5754
Utah,Summit,Democrat,64.0,2396
Indiana,Vigo,Democrat,64.8,13476
West Virginia,Tucker,Democrat,60.2,1100
Iowa,Crawford,Democrat,57.6,499
Arizona,Mohave,Democrat,54.4,7017
Missouri,Andrew,Democrat,59.6,1226
New York,Jefferson,Democrat,63.0,4845
California,Yuba,Democrat,60.8,3302
Arkansas,Nevada,Democrat,57.9,953
Missouri,Cole,Democrat,63.1,6101
Alabama,Mobile,Democrat,61.5,34599
Texas,Val Verde,Democrat,57.3,2545
Arkansas,Faulkner,Democrat,64.9,6851
Georgia,Clarke,Democrat,72.7,13934
Ohio,Wood,Democrat,65.4,13273
Michigan,Wayne,Democrat,62.1,268885
South Carolina,Oconee,Democrat,58.0,3263
Kentucky,Jessamine,Democrat,61.8,3988
Kentucky,Casey,Democrat,58.6,392
New York,Warren,Democrat,61.2,4276
Ohio,Clark,Democrat,59.3,12012
Florida,St. Johns,Democrat,59.8,16687
Hawaii,Maui,Democrat,62.6,5614
Wisconsin,Marinette,Democrat,58.7,5269
Texas,Lee,Democrat,59.7,545
Nebraska,Perkins,Democrat,54.0,21
Michigan,Jackson,Democrat,61.9,12092
Georgia,Miller,Democrat,57.0,196
Ohio,Meigs,Democrat,60.3,1557
Alabama,Talladega,Democrat,61.6,6343
Indiana,Orange,Democrat,59.1,1264
Michigan,Livingston,Democrat,62.2,17140
Tennessee,Monroe,Democrat,58.8,1828
Nebraska,Colfax,Democrat,57.3,40
Oklahoma,Murray,Democrat,57.4,1453
North Carolina,Lincoln,Democrat,62.2,5103
Pennsylvania,Carbon,Democrat,60.6,6752
Ohio,Van Wert,Democrat,58.5,1331
Georgia,Fannin,Democrat,56.7,901
Colorado,Summit,Democrat,72.9,695
Idaho,Blaine,Democrat,61.0,788
Florida,Citrus,Democrat,49.8,11639
California,Sacramento,Democrat,62.8,118815
North Carolina,Alamance,Democrat,61.0,13129
Texas,Brewster,Democrat,61.0,1470
Indiana,Jefferson,Democrat,62.4,3113
Georgia,Hart,Democrat,58.0,1016
Montana,Powder River,Democrat,59.0,58
South Carolina,Pickens,Democrat,65.1,4487
Georgia,Terrell,Democrat,58.7,909
Florida,Nassau,Democrat,59.6,4970
Georgia,Habersham,Democrat,59.4,1161
Georgia,Columbia,Democrat,62.2,7138
Michigan,Berrien,Democrat,59.7,12598
Virginia,Shenandoah,Democrat,58.3,1886
Michigan,Calhoun,Democrat,60.4,11040
Arkansas,Baxter,Democrat,52.2,2198
Virginia,Covington,Democrat,58.6,329
Texas,Wichita,Democrat,63.4,3502
Ohio,Greene,Democrat,63.7,13431
Tennessee,Sullivan,Democrat,59.8,4806
Oklahoma,Jackson,Democrat,60.6,1157
Indiana,Brown,Democrat,59.4,2074
Ohio,Washington,Democrat,60.6,4968
Illinois,Edwards,Democrat,57.8,291
Illinois,Whiteside,Democrat,58.7,5997
Montana,Dawson,Democrat,60.9,459
Wyoming,Teton,Democrat,68.7,15
Nebraska,Dodge,Democrat,57.5,390
Colorado,Baca,Democrat,53.0,29
California,Santa Cruz,Democrat,66.4,45276
Georgia,Berrien,Democrat,60.0,471
Montana,Wheatland,Democrat,53.0,100
Illinois,Johnson,Democrat,62.2,781
Illinois,Randolph,Democrat,63.3,2855
Virginia,Newport News,Democrat,64.9,17051
Illinois,Fayette,Democrat,61.2,1257
Washington,Franklin,Democrat,58.6,144
New York,Yates,Democrat,58.3,1221
New Jersey,Burlington,Democrat,62.7,52799
North Carolina,Bladen,Democrat,59.7,4966
Georgia,Elbert,Democrat,58.9,1062
Kentucky,Knott,Democrat,63.8,1697
Iowa,Adams,Democrat,56.6,199
Georgia,Cook,Democrat,58.7,751
Washington,Cowlitz,Democrat,59.0,331
Pennsylvania,Potter,Democrat,57.0,959
Mississippi,Clarke,Democrat,58.4,1195
West Virginia,Grant,Democrat,57.9,353
Nevada,Churchill,Democrat,58.7,92
Kentucky,Powell,Democrat,61.8,1367
Missouri,Lincoln,Democrat,61.2,3537
Alabama,Lamar,Democrat,57.8,615
West Virginia,Tyler,Democrat,59.7,630
Arkansas,Randolph,Democrat,57.6,1018
Michigan,Houghton,Democrat,63.3,3148
Indiana,Scott,Democrat,61.2,2876
Colorado,Mesa,Democrat,60.7,1886
Iowa,Cass,Democrat,55.9,500
North Carolina,Chowan,Democrat,56.5,1444
Wyoming,Weston,Democrat,60.3,2
California,Plumas,Democrat,58.1,2685
Wisconsin,Forest,Democrat,57.6,1256
Utah,Beaver,Democrat,54.0,0
Texas,Hartley,Democrat,64.3,48
Georgia,Quitman,Democrat,54.7,208
Texas,Denton,Democrat,65.2,32220
Indiana,Hamilton,Democrat,61.1,26854
New York,Chemung,Democrat,61.2,5084
Texas,Leon,Democrat,54.3,378
Iowa,Muscatine,Democrat,59.6,1800
Oklahoma,Haskell,Democrat,56.0,1227
South Carolina,Marion,Democrat,59.5,3911
Virginia,Waynesboro,Democrat,58.8,1557
California,Riverside,Democrat,60.5,121712
West Virginia,Wood,Democrat,60.3,7688
Kentucky,Marshall,Democrat,58.8,3885
Wisconsin,Marathon,Democrat,60.7,19702
North Carolina,Rowan,Democrat,60.9,9000
Alabama,Pike,Democrat,66.5,2562
Georgia,Glynn,Democrat,59.2,4147
Michigan,Grand Traverse,Democrat,62.1,12231
Louisiana,Jefferson,Democrat,63.0,24605
Virginia,York,Democrat,61.3,5332
Florida,Hardee,Democrat,58.5,922
Texas,Scurry,Democrat,60.8,239
West Virginia,Braxton,Democrat,59.6,2220
Virginia,Fairfax,Democrat,64.7,137115
Georgia,Butts,Democrat,63.7,1113
North Carolina,Person,Democrat,60.7,5104
Wyoming,Niobrara,Democrat,62.2,2
Ohio,Muskingum,Democrat,60.0,5365
New Jersey,Middlesex,Democrat,64.6,78476
New Mexico,Bernalillo,Democrat,62.9,75184
Louisiana,Terrebonne,Democrat,61.8,3670
New Mexico,Los Alamos,Democrat,60.1,2828
Oklahoma,Texas,Democrat,61.9,660
Louisiana,Calcasieu,Democrat,61.4,9219
Wyoming,Hot Springs,Democrat,55.6,2
Arkansas,Cleveland,Democrat,57.5,519
New York,Putnam,Democrat,63.8,7050
Arkansas,Franklin,Democrat,58.4,961
Arizona,La Paz,Democrat,46.5,568
Washington,Asotin,Democrat,58.1,64
Oregon,Wheeler,Democrat,51.2,134
West Virginia,Summers,Democrat,61.8,1839
Kentucky,Muhlenberg,Democrat,61.3,3176
Kentucky,Clay,Democrat,65.4,342
Texas,Randall,Democrat,62.1,3065
Utah,Kane,Democrat,55.6,236
Alabama,Butler,Democrat,58.4,2352
Virginia,Emporia,Democrat,58.7,456
Montana,Carter,Democrat,58.1,47
Arkansas,Prairie,Democrat,57.8,943
Montana,Phillips,Democrat,56.9,170
Georgia,Gilmer,Democrat,57.5,910
Iowa,Dubuque,Democrat,60.7,4798
Kentucky,Adair,Democrat,62.6,876
Mississippi,Jones,Democrat,58.9,3191
Maryland,Montgomery,Democrat,62.8,160045
Texas,Gonzales,Democrat,57.4,497
Texas,Wheeler,Democrat,56.4,60
Texas,Cooke,Democrat,58.4,783
Tennessee,Tipton,Democrat,61.3,2028
Arkansas,Clark,Democrat,64.7,2144
Arkansas,Phillips,Democrat,56.5,3352
Wisconsin,Washington,Democrat,61.3,14057
Texas,Upshur,Democrat,58.9,994
Mississippi,Panola,Democrat,59.9,3540
California,Nevada,Democrat,58.8,14063
Kentucky,Allen,Democrat,60.0,867
Texas,Martin,Democrat,57.6,53
California,Glenn,Democrat,58.4,1293
Virginia,Charlottesville,Democrat,74.9,8362
Ohio,Seneca,Democrat,61.4,4145
Florida,Calhoun,Democrat,61.9,982
Montana,Daniels,Democrat,53.8,109
Colorado,Rio Grande,Democrat,57.5,106
Nebraska,Greeley,Democrat,52.1,20
South Dakota,Douglas,Democrat,52.4,85
Texas,Refugio,Democrat,56.2,802
Wyoming,Sweetwater,Democrat,63.5,22
South Carolina,Abbeville,Democrat,59.1,1813
New Mexico,Torrance,Democrat,59.7,1300
Georgia,Tift,Democrat,60.9,1495
Texas,Fisher,Democrat,56.2,372
Illinois,Christian,Democrat,60.2,2921
North Carolina,Bertie,Democrat,61.4,2821
West Virginia,Ritchie,Democrat,59.6,550
Missouri,Jasper,Democrat,60.6,6115
South Dakota,Lawrence,Democrat,63.2,1646
Virginia,Sussex,Democrat,67.8,1056
Indiana,Warren,Democrat,58.8,530
Wyoming,Johnson,Democrat,57.4,2
Iowa,Fremont,Democrat,56.4,270
Washington,Ferry,Democrat,59.1,23
Virginia,Prince William,Democrat,63.6,41135
Georgia,McDuffie,Democrat,58.9,1497
Missouri,Douglas,Democrat,56.3,652
Oregon,Baker,Democrat,55.9,1236
North Carolina,Montgomery,Democrat,58.3,2251
Arkansas,Grant,Democrat,60.4,990
North Carolina,Harnett,Democrat,61.6,7766
Ohio,Scioto,Democrat,61.2,6402
Texas,McCulloch,Democrat,54.9,136
Virginia,Charles City,Democrat,62.9,1004
Tennessee,White,Democrat,58.8,1089
Iowa,Buchanan,Democrat,57.2,1000
Louisiana,Catahoula,Democrat,62.0,625
Arizona,Apache,Democrat,57.2,6383
California,Ventura,Democrat,62.2,84371
Colorado,Montezuma,Democrat,58.2,610
Georgia,Walton,Democrat,59.9,3278
Mississippi,Calhoun,Democrat,58.2,868
South Carolina,Allendale,Democrat,64.2,1117
Oregon,Washington,Democrat,63.8,78162
Kentucky,Lee,Democrat,66.0,423
New Mexico,Union,Democrat,61.8,344
Texas,Irion,Democrat,59.5,42
Washington,Yakima,Democrat,57.4,516
Oklahoma,Seminole,Democrat,57.5,2126
Georgia,Jefferson,Democrat,58.9,1708
Oklahoma,Jefferson,Democrat,56.3,544
Nevada,Storey,Democrat,59.7,62
Michigan,Sanilac,Democrat,58.3,2645
Tennessee,Greene,Democrat,60.0,1971
North Carolina,Hyde,Democrat,64.3,847
New Mexico,Grant,Democrat,55.1,4539
Washington,Klickitat,Democrat,58.4,66
Wisconsin,Oneida,Democrat,58.9,6302
Illinois,Scott,Democrat,59.1,311
West Virginia,Upshur,Democrat,61.2,1809
Alabama,Conecuh,Democrat,58.2,2575
Virginia,Dickenson,Democrat,60.5,569
Illinois,Clinton,Democrat,62.5,2172
Maryland,Baltimore City,Democrat,66.5,119825
Illinois,Iroquois,Democrat,57.4,1417
South Carolina,Williamsburg,Democrat,60.4,5166
Georgia,Emanuel,Democrat,59.1,899
Texas,Orange,Democrat,60.2,2668
Colorado,Logan,Democrat,65.5,147
Georgia,Forsyth,Democrat,60.0,6843
Texas,Motley,Democrat,51.7,19
Illinois,Livingston,Democrat,61.4,1728
Alabama,Cullman,Democrat,59.9,1998
Kentucky,Carlisle,Democrat,57.9,668
Indiana,Steuben,Democrat,61.7,2101
Florida,Volusia,Democrat,58.8,42446
Idaho,Shoshone,Democrat,58.6,130
Georgia,Bulloch,Democrat,69.3,3131
West Virginia,Putnam,Democrat,60.5,5794
Illinois,Jackson,Democrat,69.0,7482
Colorado,Denver,Democrat,68.2,26721
Georgia,Warren,Democrat,58.2,517
Georgia,Henry,Democrat,62.5,20045
Montana,Carbon,Democrat,59.4,1298
Idaho,Butte,Democrat,54.8,25
Kentucky,Letcher,Democrat,61.7,2626
Alabama,Walker,Democrat,59.7,2499
Oregon,Linn,Democrat,59.5,11808
Texas,Hidalgo,Democrat,56.0,56170
Colorado,Hinsdale,Democrat,55.6,13
Virginia,Halifax,Democrat,57.2,2157
Texas,Bell,Democrat,62.4,10495
Kentucky,Warren,Democrat,65.5,10194
Indiana,Monroe,Democrat,72.5,23229
New York,Chautauqua,Democrat,61.0,7564
Oklahoma,Ellis,Democrat,56.5,263
Montana,Silver Bow,Democrat,62.2,7565
Kentucky,Graves,Democrat,58.4,4262
New Jersey,Essex,Democrat,63.4,102520
Mississippi,Copiah,Democrat,61.0,3784
South Dakota,Sully,Democrat,59.6,88
Montana,Flathead,Democrat,60.3,7010
Georgia,Brooks,Democrat,59.5,912
Montana,Sweet Grass,Democrat,54.3,239
Oklahoma,Kiowa,Democrat,57.2,845
Indiana,Huntington,Democrat,61.7,2063
Georgia,Screven,Democrat,60.5,937
Texas,Mason,Democrat,52.5,139
Texas,Loving,Democrat,54.7,8
Kentucky,Edmonson,Democrat,61.3,537
North Carolina,Tyrrell,Democrat,62.6,463
Missouri,Wright,Democrat,55.8,787
North Carolina,Wake,Democrat,65.0,143307
Kentucky,Barren,Democrat,59.5,4632
California,Sutter,Democrat,59.1,4264
Texas,Atascosa,Democrat,58.2,1833
Washington,Thurston,Democrat,62.7,1113
Alabama,Montgomery,Democrat,62.7,32916
Ohio,Lucas,Democrat,62.2,56248
New York,Tompkins,Democrat,72.3,14923
New York,Rockland,Democrat,57.5,28038
Ohio,Hocking,Democrat,59.7,2264
North Carolina,Rockingham,Democrat,60.6,7464
Ohio,Sandusky,Democrat,59.8,5322
Tennessee,Meigs,Democrat,59.7,516
Pennsylvania,Monroe,Democrat,63.6,14696
West Virginia,Cabell,Democrat,62.9,9768
Indiana,Hancock,Democrat,60.8,4393
North Carolina,Hoke,Democrat,62.8,5365
Tennessee,Wilson,Democrat,61.3,5975
Wyoming,Washakie,Democrat,56.0,3
Illinois,DeKalb,Democrat,67.2,12450
Missouri,Pulaski,Democrat,69.7,1880
Pennsylvania,Montour,Democrat,59.7,1732
Illinois,Piatt,Democrat,59.7,1803
Alabama,Lowndes,Democrat,59.5,4112
Texas,Caldwell,Democrat,62.5,2488
Kentucky,Livingston,Democrat,59.6,1010
Iowa,Floyd,Democrat,56.2,799
Utah,Uintah,Democrat,57.1,174
Indiana,Spencer,Democrat,59.4,2090
Texas,Jim Wells,Democrat,57.7,6124
Wisconsin,Waukesha,Democrat,61.1,51123
Michigan,Otsego,Democrat,59.1,2014
Oklahoma,Nowata,Democrat,57.7,936
Oklahoma,Garfield,Democrat,59.1,3174
Oregon,Jefferson,Democrat,57.9,1666
Georgia,Decatur,Democrat,59.9,1649
Michigan,Clinton,Democrat,61.7,7933
North Carolina,Northampton,Democrat,58.0,4262
Virginia,Hanover,Democrat,61.6,8168
California,San Bernardino,Democrat,62.5,123016
Illinois,Warren,Democrat,60.0,1467
Texas,Henderson,Democrat,57.2,2191
Texas,Gaines,Democrat,55.6,150
Colorado,Moffat,Democrat,61.2,49
Missouri,Newton,Democrat,58.2,2793
Louisiana,Vermilion,Democrat,59.6,1650
California,Lake,Democrat,59.0,5112
Oregon,Klamath,Democrat,59.3,5101
Kentucky,Campbell,Democrat,64.2,6302
Georgia,Wheeler,Democrat,70.3,203
Mississippi,Sharkey,Democrat,58.5,702
California,Merced,Democrat,59.5,12359
Michigan,Mason,Democrat,58.1,2964
Kentucky,Kenton,Democrat,62.8,10026
Texas,Garza,Democrat,70.2,57
Kentucky,Cumberland,Democrat,57.9,165
Virginia,Goochland,Democrat,61.5,2190
Missouri,Henry,Democrat,57.1,1476
Colorado,Washington,Democrat,57.2,22
Mississippi,Lowndes,Democrat,61.5,4876
Wisconsin,Outagamie,Democrat,62.7,28187
Ohio,Clermont,Democrat,61.8,11352
California,Solano,Democrat,63.6,55383
Georgia,Schley,Democrat,57.6,171
New Mexico,Quay,Democrat,55.1,918
New Mexico,San Miguel,Democrat,61.7,5759
Wisconsin,Columbia,Democrat,61.4,10638
Missouri,Ozark,Democrat,54.0,510
Virginia,Fluvanna,Democrat,60.5,2338
Arkansas,Johnson,Democrat,59.4,1636
Iowa,Appanoose,Democrat,56.2,499
Illinois,Hancock,Democrat,56.3,1038
Texas,Crockett,Democrat,59.3,506
North Carolina,Pender,Democrat,60.4,4760
Kentucky,Morgan,Democrat,66.6,1532
Illinois,Mercer,Democrat,57.7,1805
Texas,Karnes,Democrat,64.3,1195
North Carolina,Swain,Democrat,58.8,1497
Indiana,Vanderburgh,Democrat,62.8,16811
South Dakota,Meade,Democrat,62.3,1226
Oklahoma,Woods,Democrat,63.6,580
Texas,Smith,Democrat,59.6,7736
West Virginia,Gilmer,Democrat,71.3,986
Iowa,Des Moines,Democrat,58.2,1999
Michigan,Gogebic,Democrat,61.1,1468
Illinois,Brown,Democrat,72.0,316
Missouri,Livingston,Democrat,59.6,795
Louisiana,Natchitoches,Democrat,61.1,3391
Indiana,Boone,Democrat,60.4,4630
Utah,Garfield,Democrat,55.7,96
Texas,Delta,Democrat,56.0,161
Wyoming,Sublette,Democrat,63.4,4
Nevada,Clark,Democrat,62.9,8687
Delaware,Sussex,Democrat,56.3,15973
Missouri,Shannon,Democrat,58.2,608
Louisiana,Ouachita,Democrat,61.2,10798
Ohio,Ashland,Democrat,59.5,2916
Texas,Maverick,Democrat,56.7,5850
Texas,Crosby,Democrat,54.3,222
New Mexico,McKinley,Democrat,58.7,8060
Florida,Gulf,Democrat,66.4,1088
Texas,Castro,Democrat,55.6,167
Virginia,Lee,Democrat,61.9,460
California,Mendocino,Democrat,59.2,7344
Ohio,Knox,Democrat,60.4,3889
Missouri,Chariton,Democrat,55.1,595
Texas,Johnson,Democrat,60.4,3835
Texas,Cameron,Democrat,56.0,28644
Arkansas,Hot Spring,Democrat,61.2,2292
Missouri,Lafayette,Democrat,58.8,2497
Georgia,Ben Hill,Democrat,59.2,958
Oklahoma,Lincoln,Democrat,58.4,2784
Pennsylvania,Butler,Democrat,62.2,16135
Mississippi,Wilkinson,Democrat,62.8,1338
New Mexico,Mora,Democrat,58.1,1589
Ohio,Stark,Democrat,60.4,37750
North Carolina,Scotland,Democrat,60.4,3813
California,Stanislaus,Democrat,60.6,27395
Tennessee,Williamson,Democrat,60.3,9966
California,Yolo,Democrat,66.8,24099
Florida,Martin,Democrat,53.9,10624
Virginia,Chesterfield,Democrat,62.8,34184
Louisiana,Iberia,Democrat,60.2,2977
Michigan,Benzie,Democrat,56.9,2503
Illinois,DuPage,Democrat,63.1,124262
Illinois,Macoupin,Democrat,59.8,6322
Texas,Jasper,Democrat,57.5,1202
Missouri,Taney,Democrat,59.1,2572
Pennsylvania,Mifflin,Democrat,57.1,2443
Texas,Grimes,Democrat,62.0,784
Michigan,Keweenaw,Democrat,52.0,316
Nebraska,Deuel,Democrat,55.5,5
Nebraska,Antelope,Democrat,54.2,50
Oklahoma,Woodward,Democrat,60.3,1037
North Carolina,Guilford,Democrat,63.4,66084
Pennsylvania,Blair,Democrat,60.1,8061
Kentucky,Lincoln,Democrat,59.6,1521
New Mexico,Otero,Democrat,59.4,2514
Mississippi,Humphreys,Democrat,58.4,3028
North Carolina,Wilkes,Democrat,58.9,3890
West Virginia,Jackson,Democrat,59.2,3242
Indiana,Warrick,Democrat,59.3,5816
Florida,Okeechobee,Democrat,59.4,1934
South Dakota,Jackson,Democrat,52.6,128
Oklahoma,Comanche,Democrat,64.8,7327
Wisconsin,Kewaunee,Democrat,59.1,3157
Missouri,Caldwell,Democrat,57.2,558
Texas,Collingsworth,Democrat,54.2,60
Pennsylvania,Indiana,Democrat,64.6,7569
Florida,Polk,Democrat,57.7,44801
Missouri,Mercer,Democrat,55.1,132
Georgia,Jackson,Democrat,60.8,1922
Georgia,Early,Democrat,56.4,747
Oklahoma,Canadian,Democrat,61.5,8279
Texas,Comanche,Democrat,54.0,333
Arkansas,Mississippi,Democrat,59.9,2359
Georgia,Houston,Democrat,62.6,8220
Arkansas,Dallas,Democrat,57.2,1054
Nebraska,Logan,Democrat,57.5,3
Oklahoma,Osage,Democrat,58.7,4717
Michigan,Tuscola,Democrat,60.3,4516
Texas,Panola,Democrat,58.9,689
Arkansas,Bradley,Democrat,58.3,699
Ohio,Morgan,Democrat,58.5,996
North Carolina,Iredell,Democrat,61.5,10886
Indiana,Montgomery,Democrat,60.1,1681
Arkansas,Hempstead,Democrat,57.3,950
Missouri,Saline,Democrat,60.3,1715
West Virginia,Calhoun,Democrat,60.2,1115
Georgia,Ware,Democrat,60.0,1203
Colorado,Boulder,Democrat,67.5,17496
Georgia,Jasper,Democrat,60.5,765
Montana,Valley,Democrat,56.5,681
South Dakota,Bennett,Democrat,54.1,169
Indiana,Wells,Democrat,58.9,1559
New York,Oswego,Democrat,63.9,5490
Texas,Walker,Democrat,73.0,2078
Texas,Falls,Democrat,61.5,666
Colorado,San Juan,Democrat,66.0,38
Nebraska,Buffalo,Democrat,63.8,676
Texas,Red River,Democrat,57.0,464
Utah,Salt Lake,Democrat,62.1,45041
Michigan,Wexford,Democrat,59.1,2702
South Dakota,Pennington,Democrat,60.6,7380
Montana,Lincoln,Democrat,56.8,1514
Maryland,Harford,Democrat,62.4,24277
Iowa,Chickasaw,Democrat,56.8,599
New Mexico,Rio Arriba,Democrat,59.2,8167
Nebraska,Johnson,Democrat,63.3,53
Texas,Schleicher,Democrat,55.7,82
