"state","county","party","weterani_hr","liczba_glosow"
Arkansas,Stone,Democrat,1342,968
Ohio,Lucas,Democrat,29051,56248
Arkansas,Newton,Democrat,838,403
Georgia,Toombs,Democrat,1863,728
Iowa,Shelby,Democrat,1041,400
North Carolina,Cleveland,Democrat,6802,7984
Illinois,McLean,Democrat,10227,20631
Louisiana,Catahoula,Democrat,692,625
Nebraska,Dakota,Democrat,1167,175
Oregon,Grant,Democrat,894,594
Georgia,Appling,Democrat,1009,632
Texas,Floyd,Democrat,312,84
Texas,Limestone,Democrat,1809,736
Virginia,Buchanan,Democrat,1175,733
Idaho,Bonneville,Democrat,6919,1039
Virginia,Arlington,Democrat,12638,38102
Virginia,King George,Democrat,3007,1528
Illinois,Grundy,Democrat,3472,5146
New York,Greene,Democrat,4539,2520
Mississippi,Leake,Democrat,1334,1874
Colorado,Las Animas,Democrat,1221,186
Pennsylvania,Beaver,Democrat,15600,22526
Wisconsin,Trempealeau,Democrat,2116,4417
North Carolina,Montgomery,Democrat,1794,2251
California,Placer,Democrat,29780,30086
Texas,Live Oak,Democrat,1218,275
North Carolina,Cumberland,Democrat,42332,33796
Arkansas,Grant,Democrat,1594,990
Texas,Dawson,Democrat,489,126
New Mexico,Bernalillo,Democrat,55419,75184
North Carolina,Bladen,Democrat,2164,4966
Illinois,Crawford,Democrat,1805,1192
Virginia,Lancaster,Democrat,1460,1098
Missouri,Iron,Democrat,1087,775
Georgia,Camden,Democrat,6625,2093
West Virginia,Braxton,Democrat,1317,2220
Wyoming,Park,Democrat,2571,13
Indiana,Carroll,Democrat,1694,1156
Illinois,Monroe,Democrat,2703,3211
Georgia,Butts,Democrat,1534,1113
Virginia,Nelson,Democrat,1327,1751
New Mexico,Luna,Democrat,2177,1631
Montana,Lewis and Clark,Democrat,6310,10814
Wisconsin,Wood,Democrat,6206,11171
Missouri,Clark,Democrat,700,380
Texas,Colorado,Democrat,1689,624
California,Monterey,Democrat,21572,30020
Illinois,Calhoun,Democrat,444,949
Ohio,Defiance,Democrat,3211,2942
Missouri,Monroe,Democrat,855,478
Virginia,Dinwiddie,Democrat,2439,2310
Georgia,Stephens,Democrat,1844,744
Oklahoma,Pontotoc,Democrat,2954,3578
Arizona,Pinal,Democrat,35852,15185
Texas,Rains,Democrat,1375,262
Mississippi,Yazoo,Democrat,1658,2406
Oklahoma,McCurtain,Democrat,2605,2026
Missouri,Lincoln,Democrat,3873,3537
Florida,Glades,Democrat,1205,700
New York,Montgomery,Democrat,3739,2815
Michigan,Muskegon,Democrat,13255,18282
Missouri,Jasper,Democrat,8408,6115
Tennessee,Davidson,Democrat,38947,66311
Iowa,Calhoun,Democrat,928,400
Texas,Goliad,Democrat,704,540
New Mexico,Hidalgo,Democrat,338,838
Georgia,Clayton,Democrat,18030,30681
Oklahoma,Latimer,Democrat,934,1351
Georgia,Talbot,Democrat,541,972
Florida,Marion,Democrat,39952,28112
Colorado,Mesa,Democrat,13870,1886
Virginia,Winchester,Democrat,1648,1849
Wisconsin,Jackson,Democrat,1924,3139
South Dakota,Fall River,Democrat,1054,511
North Carolina,Rowan,Democrat,10374,9000
Tennessee,Tipton,Democrat,5189,2028
Missouri,Bollinger,Democrat,1111,445
South Carolina,Laurens,Democrat,4965,3751
Michigan,Dickinson,Democrat,2815,1983
Georgia,Hart,Democrat,2148,1016
Indiana,Howard,Democrat,7482,7259
Missouri,Phelps,Democrat,4190,2881
Utah,Summit,Democrat,1912,2396
West Virginia,Boone,Democrat,1788,3654
Missouri,Macon,Democrat,1395,926
Nebraska,Logan,Democrat,54,3
Georgia,Irwin,Democrat,923,400
Colorado,Sedgwick,Democrat,230,21
Ohio,Noble,Democrat,1632,926
Georgia,Fannin,Democrat,2322,901
Missouri,Hickory,Democrat,1315,133
Virginia,Buckingham,Democrat,1289,1070
Florida,St. Johns,Democrat,19172,16687
New Mexico,Union,Democrat,345,344
Illinois,Hardin,Democrat,381,384
South Carolina,Newberry,Democrat,2679,2587
South Carolina,Marion,Democrat,2124,3911
Indiana,Vermillion,Democrat,1544,2383
Michigan,St. Joseph,Democrat,4414,3601
Maryland,Calvert,Democrat,8561,8415
Indiana,Pulaski,Democrat,884,824
Tennessee,Trousdale,Democrat,572,434
Texas,Bee,Democrat,2453,1452
Georgia,Baker,Democrat,136,351
Texas,Palo Pinto,Democrat,2430,591
West Virginia,Fayette,Democrat,3924,5902
Iowa,Bremer,Democrat,1914,1200
Michigan,Osceola,Democrat,2282,1623
Nebraska,York,Democrat,1185,109
Arkansas,Woodruff,Democrat,581,1154
Kentucky,Garrard,Democrat,1238,821
Ohio,Mahoning,Democrat,19811,35066
Georgia,Coweta,Democrat,10406,6769
Indiana,Starke,Democrat,1825,2332
Ohio,Holmes,Democrat,1554,1119
Arkansas,Lafayette,Democrat,534,603
Colorado,Pitkin,Democrat,950,770
Virginia,Chesterfield,Democrat,27083,34184
Illinois,Moultrie,Democrat,1037,1028
Iowa,Audubon,Democrat,557,299
Utah,Weber,Democrat,16813,6578
Nebraska,Perkins,Democrat,154,21
Virginia,Richmond City,Democrat,12126,35907
Illinois,Hamilton,Democrat,713,903
South Dakota,Hanson,Democrat,251,180
Georgia,Douglas,Democrat,10690,12514
West Virginia,Webster,Democrat,662,1221
Nebraska,Howard,Democrat,608,73
Iowa,Chickasaw,Democrat,1116,599
Idaho,Bonner,Democrat,4676,901
Georgia,Ware,Democrat,2528,1203
Texas,Maverick,Democrat,1159,5850
Virginia,Floyd,Democrat,1305,1331
South Carolina,McCormick,Democrat,1155,1135
North Carolina,Chowan,Democrat,1221,1444
Oklahoma,Pawnee,Democrat,1529,1365
Texas,Karnes,Democrat,1196,1195
Colorado,Kit Carson,Democrat,799,27
Wyoming,Washakie,Democrat,752,3
North Carolina,Iredell,Democrat,11179,10886
Mississippi,Hinds,Democrat,14001,37109
Wisconsin,Vernon,Democrat,2341,5410
Utah,Kane,Democrat,695,236
Indiana,Posey,Democrat,1914,2495
Arkansas,Searcy,Democrat,745,385
Mississippi,Humphreys,Democrat,499,3028
Mississippi,Yalobusha,Democrat,929,1429
Wisconsin,Green Lake,Democrat,1529,2017
Indiana,Clark,Democrat,8935,11497
Illinois,Woodford,Democrat,2681,2893
Colorado,Gunnison,Democrat,1031,622
Georgia,Effingham,Democrat,4583,1798
Alabama,Baldwin,Democrat,19346,7984
West Virginia,Mineral,Democrat,2486,1964
California,Solano,Democrat,34948,55383
Alabama,Escambia,Democrat,2995,2253
West Virginia,Berkeley,Democrat,10627,7611
Nebraska,Wheeler,Democrat,71,6
Georgia,Pierce,Democrat,1398,323
Texas,Cameron,Democrat,16018,28644
North Carolina,Tyrrell,Democrat,337,463
New Mexico,Quay,Democrat,880,918
Texas,Hood,Democrat,6011,1455
Washington,Clark,Democrat,36674,1377
Kentucky,Hopkins,Democrat,3500,4386
Virginia,Charlotte,Democrat,1008,797
North Carolina,Mecklenburg,Democrat,52506,116489
Michigan,Emmet,Democrat,2872,3958
New York,Washington,Democrat,5811,3254
Oklahoma,Cotton,Democrat,637,592
Oklahoma,Carter,Democrat,4039,3353
Indiana,Hancock,Democrat,5381,4393
Indiana,Johnson,Democrat,9895,9166
South Dakota,Lake,Democrat,961,940
Hawaii,Hawaii,Democrat,15729,7244
Kentucky,Boyle,Democrat,2087,3099
Kentucky,Bell,Democrat,1668,1145
Louisiana,St. Mary,Democrat,3574,2530
Wisconsin,Door,Democrat,2421,6352
North Carolina,Craven,Democrat,13147,8371
Indiana,Clinton,Democrat,2051,1770
Washington,Chelan,Democrat,5741,223
South Dakota,Edmunds,Democrat,308,325
Texas,Bailey,Democrat,425,113
Oklahoma,Okfuskee,Democrat,1127,1017
Wisconsin,Douglas,Democrat,3978,8084
Virginia,Rockbridge,Democrat,2579,1578
California,Nevada,Democrat,10085,14063
Georgia,Twiggs,Democrat,559,936
Arizona,Gila,Democrat,6166,3501
Pennsylvania,Montgomery,Democrat,50355,127246
Nebraska,Dawson,Democrat,1364,125
Wyoming,Converse,Democrat,1335,5
Georgia,Webster,Democrat,110,188
Texas,Smith,Democrat,15549,7736
Georgia,Chattahoochee,Democrat,581,222
Oregon,Polk,Democrat,6818,9763
Michigan,Gladwin,Democrat,2636,2068
California,Marin,Democrat,15439,47086
Tennessee,Lewis,Democrat,1255,460
West Virginia,Ritchie,Democrat,1051,550
Texas,Swisher,Democrat,616,219
Pennsylvania,Centre,Democrat,9420,18700
Nebraska,Johnson,Democrat,462,53
New Mexico,Harding,Democrat,103,121
Michigan,Branch,Democrat,3137,2256
Indiana,Owen,Democrat,2049,1687
Georgia,Dougherty,Democrat,7326,10326
Texas,Callahan,Democrat,1359,190
Texas,Williamson,Democrat,33319,30875
Kentucky,Knox,Democrat,1564,1024
Arkansas,Clark,Democrat,1804,2144
Oregon,Linn,Democrat,11747,11808
Mississippi,Attala,Democrat,1408,1714
Pennsylvania,Greene,Democrat,3657,4038
Wisconsin,Shawano,Democrat,3646,5100
Idaho,Lemhi,Democrat,1004,88
California,Ventura,Democrat,47834,84371
Wisconsin,St. Croix,Democrat,5830,10562
Tennessee,Sumner,Democrat,12953,6487
Virginia,Martinsville,Democrat,1045,1098
Texas,Henderson,Democrat,7497,2191
Colorado,Denver,Democrat,34001,26721
Texas,Tyler,Democrat,1909,592
Mississippi,Tate,Democrat,1585,1677
Missouri,Holt,Democrat,515,238
South Dakota,Corson,Democrat,316,263
South Carolina,Calhoun,Democrat,1279,1777
Ohio,Stark,Democrat,31484,37750
North Carolina,Orange,Democrat,5892,35642
Nevada,Humboldt,Democrat,1334,80
Nebraska,Franklin,Democrat,367,20
Kentucky,Bourbon,Democrat,1585,2196
Pennsylvania,Carbon,Democrat,6219,6752
Missouri,Putnam,Democrat,506,210
Pennsylvania,Luzerne,Democrat,28639,39054
Arkansas,Lawrence,Democrat,1443,1659
Alabama,Talladega,Democrat,6691,6343
Montana,Rosebud,Democrat,786,610
South Carolina,Kershaw,Democrat,5443,4829
Utah,Duchesne,Democrat,931,124
Montana,Chouteau,Democrat,574,457
Montana,Wheatland,Democrat,223,100
Texas,Ward,Democrat,854,453
West Virginia,Morgan,Democrat,1356,1168
Illinois,Wabash,Democrat,918,699
Illinois,Rock Island,Democrat,12099,19543
New York,Erie,Democrat,64780,99586
Texas,Glasscock,Democrat,39,8
North Carolina,Hoke,Democrat,4632,5365
Virginia,Fauquier,Democrat,6424,5205
Louisiana,Vernon,Democrat,6560,1051
New Mexico,Los Alamos,Democrat,1809,2828
Ohio,Vinton,Democrat,879,1011
Texas,Titus,Democrat,1752,650
Michigan,Antrim,Democrat,2378,2358
Michigan,Lenawee,Democrat,7598,7711
Virginia,Cumberland,Democrat,847,797
Mississippi,Adams,Democrat,2028,3451
Kentucky,Green,Democrat,741,644
New York,Hamilton,Democrat,626,333
Colorado,Otero,Democrat,1615,172
Florida,Union,Democrat,1931,808
Texas,Lubbock,Democrat,15832,9879
Michigan,Washtenaw,Democrat,16860,68085
Florida,Washington,Democrat,2088,1639
Idaho,Clark,Democrat,41,4
Arkansas,Montgomery,Democrat,1139,458
Georgia,Grady,Democrat,1743,1148
California,Sonoma,Democrat,33151,87638
North Carolina,Alexander,Democrat,2507,2271
Washington,Ferry,Democrat,891,23
Texas,Cottle,Democrat,103,44
Wisconsin,Oconto,Democrat,3476,4995
South Dakota,Charles Mix,Democrat,686,570
Alabama,Tuscaloosa,Democrat,12198,15580
New Mexico,Grant,Democrat,3003,4539
Pennsylvania,Lancaster,Democrat,34195,40982
Texas,Montague,Democrat,1847,275
Texas,Starr,Democrat,1007,8549
Florida,Madison,Democrat,1562,2283
Florida,Brevard,Democrat,68817,51918
Ohio,Logan,Democrat,3460,2010
New York,Putnam,Democrat,5047,7050
Virginia,Williamsburg,Democrat,957,2356
Georgia,Seminole,Democrat,644,551
Alabama,Etowah,Democrat,8638,5551
Texas,Robertson,Democrat,956,1182
Texas,Zavala,Democrat,422,1930
Ohio,Huron,Democrat,4615,3943
Illinois,Ford,Democrat,1164,726
Arkansas,Boone,Democrat,3280,1190
North Carolina,Durham,Democrat,15057,61429
Washington,Thurston,Democrat,29091,1113
South Dakota,Potter,Democrat,242,113
Ohio,Putnam,Democrat,2015,1747
Nevada,Douglas,Democrat,5677,157
Virginia,Caroline,Democrat,2747,2543
Kentucky,Caldwell,Democrat,1002,1436
New York,Niagara,Democrat,17481,16610
South Carolina,York,Democrat,16892,13953
Kentucky,Bath,Democrat,586,1269
Pennsylvania,Blair,Democrat,12862,8061
Michigan,Iosco,Democrat,3474,2279
North Carolina,Lincoln,Democrat,5983,5103
Florida,Indian River,Democrat,15463,10823
North Carolina,Wayne,Democrat,11977,11110
Florida,Hillsborough,Democrat,94536,107441
Indiana,Orange,Democrat,1416,1264
Texas,Throckmorton,Democrat,137,42
Indiana,Ohio,Democrat,553,426
Alabama,Butler,Democrat,1497,2352
South Carolina,Abbeville,Democrat,1944,1813
Illinois,Jersey,Democrat,2436,1922
Virginia,Frederick,Democrat,7459,4200
Ohio,Hancock,Democrat,5445,4552
South Dakota,Lincoln,Democrat,2947,2588
North Carolina,Lee,Democrat,4728,5472
Louisiana,East Baton Rouge,Democrat,25555,40930
North Carolina,Hyde,Democrat,271,847
South Carolina,Berkeley,Democrat,20705,13055
Tennessee,Unicoi,Democrat,1449,516
Georgia,Floyd,Democrat,7358,3911
Wisconsin,Walworth,Democrat,7046,13579
Alabama,Cherokee,Democrat,2174,980
Georgia,Lumpkin,Democrat,2423,1092
Indiana,Whitley,Democrat,2628,2026
Florida,Walton,Democrat,6636,2876
South Dakota,Custer,Democrat,1183,521
Alabama,Marengo,Democrat,1462,4682
North Carolina,Anson,Democrat,1993,3221
Texas,Zapata,Democrat,478,2654
Kentucky,Mercer,Democrat,1723,2319
Montana,Carbon,Democrat,1179,1298
Michigan,Mecosta,Democrat,3475,2940
Oklahoma,Kingfisher,Democrat,874,740
Tennessee,Hardin,Democrat,2196,820
Virginia,Colonial Heights,Democrat,1960,723
Indiana,Wabash,Democrat,2489,1986
Arizona,Yavapai,Democrat,27950,15509
Florida,Miami-Dade,Democrat,60168,171476
Georgia,Upson,Democrat,1945,1516
Georgia,Brantley,Democrat,1327,260
Washington,Grays Harbor,Democrat,7534,241
Michigan,Grand Traverse,Democrat,7144,12231
Wisconsin,Dane,Democrat,28261,163657
Nevada,White Pine,Democrat,1168,93
Nebraska,Gosper,Democrat,161,29
Georgia,Atkinson,Democrat,540,250
Oklahoma,Rogers,Democrat,8477,6567
Virginia,Nottoway,Democrat,1236,1053
Oklahoma,Hughes,Democrat,1016,1410
Texas,Hays,Democrat,10834,13936
Texas,Lampasas,Democrat,3231,529
Tennessee,Moore,Democrat,591,302
Indiana,Monroe,Democrat,7448,23229
Louisiana,Bienville,Democrat,1134,1278
North Carolina,Madison,Democrat,1502,3245
South Dakota,Kingsbury,Democrat,478,365
Alabama,Chilton,Democrat,3308,1149
Texas,Hutchinson,Democrat,1901,256
Georgia,Calhoun,Democrat,420,560
Mississippi,Lowndes,Democrat,5251,4876
Iowa,Louisa,Democrat,815,400
Georgia,Gilmer,Democrat,2397,910
Mississippi,Noxubee,Democrat,379,1531
Montana,Daniels,Democrat,178,109
Mississippi,Forrest,Democrat,5360,5031
New Mexico,Curry,Democrat,5584,1440
West Virginia,Ohio,Democrat,3745,5831
Missouri,Audrain,Democrat,1954,1477
Tennessee,Overton,Democrat,1360,1362
North Carolina,Henderson,Democrat,11432,9940
Tennessee,Van Buren,Democrat,480,338
Alabama,Lauderdale,Democrat,7000,5421
Virginia,Washington,Democrat,4604,2165
California,Tuolumne,Democrat,5375,5474
Florida,Suwannee,Democrat,4324,3025
Illinois,Sangamon,Democrat,15997,19620
Kentucky,Adair,Democrat,1378,876
Georgia,Heard,Democrat,863,387
Missouri,Mississippi,Democrat,1020,695
Indiana,Miami,Democrat,3454,1707
Nebraska,Hooker,Democrat,73,7
Georgia,Jones,Democrat,1774,1956
Nebraska,Rock,Democrat,124,10
North Carolina,Brunswick,Democrat,13400,11444
Michigan,Berrien,Democrat,11674,12598
Tennessee,Lauderdale,Democrat,1811,1229
Virginia,Spotsylvania,Democrat,13141,8879
South Carolina,Lancaster,Democrat,6294,4545
Florida,Sumter,Democrat,18121,10044
West Virginia,Putnam,Democrat,4780,5794
Wyoming,Campbell,Democrat,2743,18
Pennsylvania,Monroe,Democrat,13411,14696
Texas,El Paso,Democrat,49258,53243
Ohio,Sandusky,Democrat,4708,5322
Indiana,Shelby,Democrat,3476,2712
Mississippi,Alcorn,Democrat,2377,1111
Ohio,Van Wert,Democrat,2146,1331
Kentucky,Warren,Democrat,7460,10194
Kentucky,Monroe,Democrat,746,235
Missouri,Harrison,Democrat,820,321
Pennsylvania,Montour,Democrat,1523,1732
New Jersey,Monmouth,Democrat,35366,53020
Wisconsin,Dunn,Democrat,2907,6693
Iowa,Dallas,Democrat,3902,2899
Georgia,Dade,Democrat,1342,471
Mississippi,Monroe,Democrat,2385,2224
Kentucky,Pulaski,Democrat,4696,2317
Alabama,Perry,Democrat,670,2964
Nebraska,Grant,Democrat,50,0
Washington,Skamania,Democrat,1285,51
Pennsylvania,Lehigh,Democrat,23497,37509
Texas,Briscoe,Democrat,93,27
Wisconsin,Marinette,Democrat,4448,5269
Texas,Cass,Democrat,2980,1041
California,San Benito,Democrat,2715,3461
Tennessee,Giles,Democrat,2246,1230
Texas,Harris,Democrat,181514,219975
Iowa,Scott,Democrat,12299,8198
Montana,Musselshell,Democrat,661,207
Georgia,Schley,Democrat,267,171
Tennessee,Putnam,Democrat,4297,3608
Missouri,Montgomery,Democrat,1125,654
Kentucky,Lewis,Democrat,880,362
Nebraska,Hall,Democrat,4151,669
Arkansas,Baxter,Democrat,5725,2198
Ohio,Summit,Democrat,40983,68325
Nebraska,Butler,Democrat,795,53
Kentucky,Robertson,Democrat,160,272
Kentucky,Butler,Democrat,802,434
Illinois,Perry,Democrat,1880,1783
Iowa,Buchanan,Democrat,1511,1000
Texas,Gillespie,Democrat,2666,1127
Louisiana,St. James,Democrat,1347,2438
Wisconsin,Columbia,Democrat,4714,10638
Virginia,Lexington,Democrat,320,652
Georgia,Miller,Democrat,354,196
Virginia,Mathews,Democrat,1125,681
Texas,McCulloch,Democrat,585,136
Pennsylvania,Dauphin,Democrat,20825,32106
North Carolina,Yancey,Democrat,1297,2520
Indiana,Bartholomew,Democrat,5460,5960
Colorado,San Miguel,Democrat,396,418
California,Sacramento,Democrat,94398,118815
Ohio,Morrow,Democrat,2884,2199
Mississippi,Copiah,Democrat,1785,3784
South Carolina,Colleton,Democrat,4023,3515
Texas,Erath,Democrat,2299,792
Nebraska,Wayne,Democrat,802,110
Wisconsin,Kewaunee,Democrat,1684,3157
North Carolina,Onslow,Democrat,22379,7773
Tennessee,Coffee,Democrat,4416,2334
Texas,Fayette,Democrat,2071,893
Texas,Terry,Democrat,490,224
Pennsylvania,Fayette,Democrat,12097,15635
Texas,Sterling,Democrat,23,9
Georgia,Macon,Democrat,895,1082
Kentucky,Breathitt,Democrat,566,2839
Wisconsin,Price,Democrat,1516,2247
South Dakota,Miner,Democrat,185,193
South Dakota,Ziebach,Democrat,130,224
Tennessee,Wayne,Democrat,1299,321
New Jersey,Sussex,Democrat,9652,9265
Kentucky,Calloway,Democrat,2710,3699
Kentucky,Estill,Democrat,938,886
Mississippi,Clay,Democrat,1220,2723
South Carolina,Pickens,Democrat,8483,4487
New York,Oswego,Democrat,9170,5490
Texas,Brazoria,Democrat,20900,12716
Iowa,Pocahontas,Democrat,668,300
Idaho,Jefferson,Democrat,1587,125
Arkansas,Monroe,Democrat,629,1254
Texas,Delta,Democrat,548,161
New Mexico,Catron,Democrat,501,298
Ohio,Trumbull,Democrat,18957,32629
Arkansas,Clay,Democrat,1230,1616
Kentucky,Henry,Democrat,969,1739
Montana,Roosevelt,Democrat,504,711
Washington,Yakima,Democrat,14210,516
Nebraska,Hayes,Democrat,133,9
Virginia,New Kent,Democrat,1926,1391
Nevada,Churchill,Democrat,3528,92
Missouri,LaClede,Democrat,3365,1664
Georgia,Jasper,Democrat,872,765
North Carolina,Union,Democrat,12132,13177
New Jersey,Mercer,Democrat,17493,44603
Texas,Cochran,Democrat,141,7
Missouri,Shannon,Democrat,710,608
Illinois,Montgomery,Democrat,2871,2507
Indiana,Vanderburgh,Democrat,13397,16811
Michigan,Saginaw,Democrat,15153,21967
Mississippi,Grenada,Democrat,1095,1879
Mississippi,Pike,Democrat,2235,3295
Florida,Volusia,Democrat,54343,42446
Michigan,St. Clair,Democrat,12663,8830
Missouri,Cass,Democrat,8688,7950
Oklahoma,Greer,Democrat,538,496
Virginia,Shenandoah,Democrat,3629,1886
Wyoming,Platte,Democrat,916,3
Texas,Donley,Democrat,292,68
Pennsylvania,Somerset,Democrat,6814,6317
Texas,Fisher,Democrat,293,372
Kentucky,Clark,Democrat,2662,3698
Georgia,Barrow,Democrat,4968,2336
Iowa,Washington,Democrat,1573,899
Oregon,Washington,Democrat,32864,78162
Maryland,Washington,Democrat,12218,10718
Kentucky,Spencer,Democrat,1316,1479
Nebraska,Cedar,Democrat,732,43
Virginia,Newport News,Democrat,21639,17051
Ohio,Marion,Democrat,5535,4494
Alabama,Winston,Democrat,1721,441
Virginia,Essex,Democrat,929,775
Georgia,Lee,Democrat,2267,1344
Wisconsin,Florence,Democrat,547,468
Illinois,Edgar,Democrat,1640,914
Idaho,Madison,Democrat,960,263
Kentucky,Greenup,Democrat,2765,3172
Arkansas,Conway,Democrat,1534,2595
Illinois,Stark,Democrat,484,412
Missouri,Osage,Democrat,1125,640
Idaho,Caribou,Democrat,478,10
Illinois,Champaign,Democrat,10682,31123
Georgia,Rabun,Democrat,1503,723
Michigan,Macomb,Democrat,55720,93839
Nebraska,Phelps,Democrat,722,75
Ohio,Adams,Democrat,1952,1515
Virginia,Covington,Democrat,631,329
Tennessee,Decatur,Democrat,1001,461
Georgia,Catoosa,Democrat,4805,2108
Texas,Walker,Democrat,5028,2078
New York,Onondaga,Democrat,30551,38454
Virginia,Northampton,Democrat,1133,1192
North Carolina,Hertford,Democrat,1718,3887
Nebraska,Custer,Democrat,926,57
Oregon,Sherman,Democrat,235,148
California,Inyo,Democrat,1720,1713
Mississippi,Jeff Davis,Democrat,600,1996
Michigan,Monroe,Democrat,11417,13558
South Carolina,Bamberg,Democrat,1329,1919
Michigan,Clare,Democrat,3196,2329
North Carolina,Ashe,Democrat,2320,2424
Oklahoma,Pittsburg,Democrat,4579,4743
Texas,Hartley,Democrat,472,48
Ohio,Lorain,Democrat,23691,37298
Alabama,Franklin,Democrat,1860,2000
Florida,Sarasota,Democrat,47357,41657
North Carolina,Stokes,Democrat,3175,2752
Virginia,Isle of Wight,Democrat,4170,3299
Colorado,Gilpin,Democrat,722,247
South Dakota,Bon Homme,Democrat,671,422
Missouri,Saline,Democrat,1839,1715
Missouri,Pulaski,Democrat,7259,1880
California,Sutter,Democrat,6740,4264
Pennsylvania,Bedford,Democrat,4355,2769
South Carolina,Jasper,Democrat,1604,2549
Indiana,White,Democrat,2075,1621
Florida,Leon,Democrat,17802,47199
Tennessee,Rutherford,Democrat,19043,14259
Kentucky,McLean,Democrat,759,1105
Idaho,Teton,Democrat,420,395
Georgia,Chattooga,Democrat,1540,868
Virginia,Tazewell,Democrat,3265,1159
Texas,Bexar,Democrat,151376,113222
Michigan,Baraga,Democrat,835,641
Nebraska,Keya Paha,Democrat,58,9
New York,Essex,Democrat,3694,2640
New York,Schenectady,Democrat,10946,13008
Arkansas,Jefferson,Democrat,5858,12051
Kentucky,Edmonson,Democrat,943,537
South Carolina,Saluda,Democrat,1446,1215
Indiana,LaGrange,Democrat,1778,1099
Kentucky,Allen,Democrat,1508,867
Montana,Golden Valley,Democrat,70,56
Colorado,Archuleta,Democrat,1162,239
Alabama,Washington,Democrat,1025,2073
Colorado,Yuma,Democrat,630,78
Idaho,Ada,Democrat,29195,8999
Iowa,Jackson,Democrat,1788,900
Iowa,Winnebago,Democrat,835,400
Georgia,Emanuel,Democrat,1357,899
Utah,Washington,Democrat,10729,2169
Montana,Jefferson,Democrat,1397,1503
Michigan,Cheboygan,Democrat,2719,2328
Texas,Kinney,Democrat,497,318
North Carolina,Greene,Democrat,1485,2465
Washington,Grant,Democrat,5671,141
Utah,Daggett,Democrat,108,14
Arkansas,Randolph,Democrat,1405,1018
Georgia,Chatham,Democrat,24730,27394
Alabama,Tallapoosa,Democrat,3631,2966
North Carolina,Duplin,Democrat,4154,4486
Wyoming,Carbon,Democrat,1603,7
South Dakota,Hyde,Democrat,120,66
Indiana,Brown,Democrat,1704,2074
Maryland,Baltimore,Democrat,58028,119878
New Jersey,Burlington,Democrat,36014,52799
Kentucky,Hardin,Democrat,14266,8567
Oklahoma,Wagoner,Democrat,6644,5306
Oregon,Morrow,Democrat,1062,624
Mississippi,George,Democrat,1630,471
Texas,Chambers,Democrat,2277,980
Arkansas,Perry,Democrat,1002,1076
Alabama,Bibb,Democrat,1327,1188
Texas,Mitchell,Democrat,625,140
Texas,McMullen,Democrat,47,5
Iowa,Carroll,Democrat,1447,800
Wisconsin,Monroe,Democrat,5231,5803
New York,Wyoming,Democrat,3188,1503
West Virginia,Monongalia,Democrat,5456,13059
Mississippi,Tishomingo,Democrat,1546,558
Nebraska,Sheridan,Democrat,536,26
Kentucky,Cumberland,Democrat,470,165
Louisiana,Lafayette,Democrat,13976,9443
Alabama,DeKalb,Democrat,4371,1964
Florida,Columbia,Democrat,7694,3975
Utah,Box Elder,Democrat,2724,371
Arizona,Greenlee,Democrat,820,822
Colorado,Summit,Democrat,1417,695
New Jersey,Morris,Democrat,23769,41485
Georgia,Wheeler,Democrat,445,203
Texas,Upshur,Democrat,3528,994
Nebraska,Garden,Democrat,245,21
Texas,Camp,Democrat,997,618
Illinois,Madison,Democrat,23227,34055
Texas,Clay,Democrat,849,184
Colorado,Bent,Democrat,614,50
West Virginia,Wayne,Democrat,3522,4832
Washington,Klickitat,Democrat,2224,66
Michigan,Otsego,Democrat,2179,2014
Louisiana,Plaquemines,Democrat,1749,888
North Carolina,Perquimans,Democrat,1595,1192
Texas,Llano,Democrat,2750,779
Mississippi,Wilkinson,Democrat,386,1338
Florida,Palm Beach,Democrat,99057,142683
Georgia,Crawford,Democrat,887,613
Oregon,Wallowa,Democrat,850,826
Indiana,Elkhart,Democrat,11289,11723
Louisiana,Iberia,Democrat,4521,2977
Nebraska,Nance,Democrat,237,25
Michigan,Kalkaska,Democrat,1610,1577
Texas,Hansford,Democrat,268,33
North Carolina,Columbus,Democrat,4042,5630
Oklahoma,LeFlore,Democrat,3805,3781
Florida,Lee,Democrat,63839,43564
Wisconsin,Forest,Democrat,946,1256
Idaho,Canyon,Democrat,13416,1590
Montana,Phillips,Democrat,385,170
Georgia,Harris,Democrat,3578,1820
Texas,Knox,Democrat,279,85
Illinois,Fayette,Democrat,1712,1257
Texas,Johnson,Democrat,10784,3835
South Dakota,Lyman,Democrat,350,230
Tennessee,Shelby,Democrat,58540,82450
Texas,Real,Democrat,392,51
Colorado,Dolores,Democrat,169,30
Virginia,Bristol,Democrat,1469,752
Ohio,Wayne,Democrat,8025,6673
South Dakota,Yankton,Democrat,1706,1286
California,Yolo,Democrat,10321,24099
New York,Steuben,Democrat,9370,4679
Florida,Osceola,Democrat,16395,23785
Ohio,Hocking,Democrat,2873,2264
Ohio,Monroe,Democrat,1440,2329
Texas,Foard,Democrat,93,192
Iowa,Wapello,Democrat,2638,1491
Tennessee,Meigs,Democrat,1024,516
Illinois,McDonough,Democrat,2407,2521
Oklahoma,Custer,Democrat,1676,2023
Alabama,Chambers,Democrat,2691,3211
Tennessee,Cannon,Democrat,1004,657
Maryland,Worcester,Democrat,5267,4944
Nebraska,Pawnee,Democrat,201,40
