"state","county","party","weterani_hr","liczba_glosow"
Indiana,Hendricks,Democrat,10552,11771
Iowa,Cedar,Democrat,1620,799
Illinois,Johnson,Democrat,1352,781
Illinois,Greene,Democrat,1086,1033
North Carolina,Transylvania,Democrat,3710,3748
Nebraska,Red Willow,Democrat,890,71
Virginia,Giles,Democrat,1323,721
Wisconsin,Sheboygan,Democrat,8535,15712
South Dakota,Brule,Democrat,477,401
New Mexico,Otero,Democrat,8882,2514
Florida,Lafayette,Democrat,765,796
West Virginia,Jackson,Democrat,2839,3242
Georgia,Whitfield,Democrat,5376,2843
Missouri,McDonald,Democrat,2096,749
Virginia,Pittsylvania,Democrat,5165,3135
Washington,Kitsap,Democrat,35514,869
Tennessee,Hamblen,Democrat,5244,1633
Kentucky,Wolfe,Democrat,419,913
Florida,Levy,Democrat,4599,2924
South Dakota,Clark,Democrat,279,198
Louisiana,Red River,Democrat,569,647
Texas,Freestone,Democrat,1756,482
Missouri,Douglas,Democrat,1425,652
Texas,Jim Wells,Democrat,2183,6124
North Carolina,Polk,Democrat,2006,2222
Colorado,Moffat,Democrat,1193,49
New York,Ulster,Democrat,11977,18499
Virginia,Northumberland,Democrat,1710,1083
Tennessee,Carroll,Democrat,2429,1028
Missouri,Moniteau,Democrat,1252,749
Mississippi,Lee,Democrat,5227,3904
Nebraska,Pierce,Democrat,709,30
Georgia,Cherokee,Democrat,14589,9275
Florida,Jackson,Democrat,5114,4638
Alabama,Henry,Democrat,1497,1333
Virginia,Charlottesville,Democrat,1742,8362
Michigan,Tuscola,Democrat,4494,4516
Arkansas,Marion,Democrat,2267,735
South Carolina,Barnwell,Democrat,1535,1769
Indiana,Warrick,Democrat,4677,5816
Colorado,Mineral,Democrat,111,41
Ohio,Darke,Democrat,3760,2245
Indiana,Boone,Democrat,3333,4630
Florida,Duval,Democrat,85376,85348
South Dakota,Moody,Democrat,548,469
Oklahoma,Johnston,Democrat,936,866
Alabama,Walker,Democrat,5353,2499
Oklahoma,Alfalfa,Democrat,577,283
West Virginia,Hardy,Democrat,1065,1538
Nebraska,Dawes,Democrat,777,185
Virginia,Hampton,Democrat,20146,17293
Michigan,Gogebic,Democrat,1941,1468
Michigan,Charlevoix,Democrat,2356,2774
Montana,Flathead,Democrat,8688,7010
Oklahoma,Osage,Democrat,4085,4717
Tennessee,Washington,Democrat,11882,5277
Louisiana,Livingston,Democrat,8788,3025
Iowa,Howard,Democrat,694,399
Georgia,Haralson,Democrat,1916,724
Illinois,Stephenson,Democrat,3913,3852
Montana,Meagher,Democrat,220,112
New Mexico,Dona Ana,Democrat,16154,16340
Illinois,Clinton,Democrat,3558,2172
Texas,Kerr,Democrat,6283,1723
Ohio,Union,Democrat,3542,3081
Kentucky,Floyd,Democrat,2070,6337
Missouri,Lewis,Democrat,815,478
Texas,Bosque,Democrat,1892,552
Virginia,Stafford,Democrat,17657,10577
Oregon,Deschutes,Democrat,15475,23137
Virginia,Brunswick,Democrat,887,1506
Iowa,Floyd,Democrat,1523,799
Missouri,Warren,Democrat,2884,2208
Nebraska,Scotts Bluff,Democrat,3008,329
Texas,Burnet,Democrat,4296,1447
New York,Orleans,Democrat,3376,1527
Maryland,Garrett,Democrat,2287,1639
Mississippi,Coahoma,Democrat,1198,2743
Tennessee,Marion,Democrat,2042,1605
Louisiana,Washington,Democrat,3817,2176
Wisconsin,Crawford,Democrat,1574,2714
Louisiana,Vermilion,Democrat,3304,1650
Alabama,Coffee,Democrat,6066,1882
Texas,Parmer,Democrat,367,108
Iowa,Grundy,Democrat,894,398
Texas,Coryell,Democrat,9150,1587
Montana,Silver Bow,Democrat,3172,7565
Virginia,Buena Vista,Democrat,466,243
Iowa,Johnson,Democrat,6630,9199
Illinois,Adams,Democrat,5862,3340
Maryland,St. Mary's,Democrat,12902,7966
Oklahoma,Creek,Democrat,5750,5087
Ohio,Carroll,Democrat,2419,2060
New York,Seneca,Democrat,3008,2206
Oklahoma,Adair,Democrat,1691,1553
Iowa,Harrison,Democrat,1099,499
West Virginia,Randolph,Democrat,2810,4007
Arkansas,Washington,Democrat,12056,17617
Alabama,Barbour,Democrat,2120,2789
Ohio,Pickaway,Democrat,4346,3728
Georgia,DeKalb,Democrat,41447,114920
Michigan,Montcalm,Democrat,4911,4443
North Carolina,McDowell,Democrat,3620,2975
Texas,Lamb,Democrat,597,259
Louisiana,Tensas,Democrat,352,553
Virginia,Southampton,Democrat,2173,1415
New Mexico,Taos,Democrat,3103,7610
Iowa,Emmet,Democrat,770,300
Illinois,Alexander,Democrat,678,1204
Mississippi,Sharkey,Democrat,294,702
Virginia,Grayson,Democrat,1091,534
Louisiana,West Carroll,Democrat,698,281
Texas,Navarro,Democrat,3124,1288
Arkansas,Mississippi,Democrat,3002,2359
New York,Staten Island,Democrat,19802,30467
South Carolina,Edgefield,Democrat,2160,1775
Kentucky,McCreary,Democrat,1076,372
Georgia,Sumter,Democrat,1955,2364
Alabama,Lee,Democrat,10045,9601
Ohio,Henry,Democrat,2404,1929
Utah,Sevier,Democrat,1266,119
Michigan,Kent,Democrat,34393,69274
Illinois,DeWitt,Democrat,1373,1220
Arkansas,Lonoke,Democrat,7426,2481
Mississippi,Lamar,Democrat,3884,2008
Louisiana,Beauregard,Democrat,3488,1070
Texas,Val Verde,Democrat,2980,2545
South Dakota,Hand,Democrat,282,203
Texas,Grimes,Democrat,2462,784
North Carolina,Northampton,Democrat,1427,4262
Georgia,Muscogee,Democrat,20679,16120
Wyoming,Crook,Democrat,538,2
Texas,Bandera,Democrat,3116,671
Illinois,Cumberland,Democrat,982,881
Nebraska,Webster,Democrat,330,24
Louisiana,LaSalle,Democrat,1050,320
South Dakota,Beadle,Democrat,1379,874
Missouri,Clay,Democrat,17663,23172
Indiana,Union,Democrat,588,410
Oklahoma,Stephens,Democrat,4352,3282
Pennsylvania,Cameron,Democrat,612,404
Michigan,Isabella,Democrat,3584,6056
Arkansas,Sharp,Democrat,2092,902
Mississippi,Bolivar,Democrat,1434,3522
South Dakota,Haakon,Democrat,119,76
Tennessee,Montgomery,Democrat,24920,8388
Oklahoma,Comanche,Democrat,15672,7327
Virginia,James City,Democrat,8923,7960
Alabama,Coosa,Democrat,934,1137
Louisiana,Allen,Democrat,1686,833
Kentucky,Lawrence,Democrat,790,1103
South Carolina,Florence,Democrat,9328,11995
Kentucky,Marshall,Democrat,2837,3885
Texas,Kaufman,Democrat,6981,3175
Pennsylvania,Philadelphia,Democrat,74487,338473
Virginia,Fluvanna,Democrat,2283,2338
West Virginia,Hancock,Democrat,2842,3822
Virginia,Bland,Democrat,722,239
Illinois,Macon,Democrat,9711,10935
Oklahoma,Cleveland,Democrat,21755,26861
Texas,Concho,Democrat,267,38
Georgia,Baldwin,Democrat,3079,3796
Utah,Iron,Democrat,2673,781
Pennsylvania,Jefferson,Democrat,3802,2690
Pennsylvania,Erie,Democrat,21569,37341
Arkansas,Cleveland,Democrat,630,519
New York,Saint Lawrence,Democrat,8064,6967
Tennessee,Jackson,Democrat,797,603
Arkansas,Independence,Democrat,2826,1580
South Dakota,Harding,Democrat,69,54
Illinois,Warren,Democrat,1299,1467
Oklahoma,Washita,Democrat,942,992
New Mexico,Santa Fe,Democrat,11185,31790
Wisconsin,La Crosse,Democrat,8756,24040
Pennsylvania,Wayne,Democrat,5172,3852
Georgia,Thomas,Democrat,3525,2604
Missouri,DeKalb,Democrat,1277,549
North Carolina,Dare,Democrat,3135,4310
Kentucky,Barren,Democrat,2483,4632
Texas,Dimmit,Democrat,433,2338
Oregon,Yamhill,Democrat,7554,11767
Tennessee,Morgan,Democrat,1991,581
Louisiana,Rapides,Democrat,10775,6173
Texas,Andrews,Democrat,972,114
Oklahoma,Woodward,Democrat,1339,1037
Wisconsin,Grant,Democrat,3248,7520
Louisiana,Orleans,Democrat,19685,53687
Utah,Rich,Democrat,178,0
Mississippi,Carroll,Democrat,466,910
West Virginia,Raleigh,Democrat,7849,8113
Illinois,Effingham,Democrat,2605,2114
North Carolina,Alamance,Democrat,10719,13129
Pennsylvania,Clinton,Democrat,3329,3337
Tennessee,Cocke,Democrat,3385,824
Maryland,Queen Anne's,Democrat,4180,4101
Maryland,Montgomery,Democrat,48402,160045
Kentucky,Crittenden,Democrat,848,584
Indiana,Adams,Democrat,1778,2021
Illinois,Pope,Democrat,435,285
Illinois,Christian,Democrat,3129,2921
Montana,Ravalli,Democrat,4460,3988
Nebraska,Burt,Democrat,659,96
Ohio,Portage,Democrat,12212,17542
Virginia,Norton,Democrat,265,158
Missouri,Henry,Democrat,2212,1476
Missouri,Perry,Democrat,1546,873
West Virginia,Monroe,Democrat,1055,1421
Michigan,Oceana,Democrat,2394,2028
Texas,Frio,Democrat,935,2494
Pennsylvania,Columbia,Democrat,5124,5837
Tennessee,Dyer,Democrat,3083,1126
Missouri,Cole,Democrat,6518,6101
Texas,Hardeman,Democrat,318,159
Iowa,Fayette,Democrat,1717,998
Virginia,Dickenson,Democrat,955,569
Arkansas,Cross,Democrat,1189,1008
Nebraska,Seward,Democrat,1113,207
Wisconsin,Fond du Lac,Democrat,7892,12889
Texas,San Patricio,Democrat,5350,3482
Virginia,Richmond,Democrat,512,413
Alabama,Macon,Democrat,1662,4776
Indiana,Fountain,Democrat,1261,875
Michigan,Presque Isle,Democrat,1503,1198
California,Los Angeles,Democrat,331642,1025158
Texas,Matagorda,Democrat,2636,1432
Kentucky,LaRue,Democrat,1170,1522
Iowa,Plymouth,Democrat,2025,699
Indiana,Delaware,Democrat,8635,13865
Nevada,Washoe,Democrat,36058,1878
Arizona,Coconino,Democrat,8084,12679
Georgia,Dooly,Democrat,1214,828
West Virginia,Preston,Democrat,3098,2676
New York,Sullivan,Democrat,5849,4759
Virginia,Montgomery,Democrat,4888,8596
Wyoming,Sweetwater,Democrat,3701,22
Mississippi,Chickasaw,Democrat,657,1661
Colorado,Routt,Democrat,1171,636
North Carolina,Surry,Democrat,4760,4584
New Jersey,Cumberland,Democrat,8555,10704
Missouri,Franklin,Democrat,8051,8485
Illinois,Boone,Democrat,3404,4730
Ohio,Muskingum,Democrat,6554,5365
Kentucky,Gallatin,Democrat,721,600
Georgia,Houston,Democrat,18505,8220
South Carolina,Fairfield,Democrat,2077,3700
Georgia,Wilkes,Democrat,630,843
New Mexico,Mora,Democrat,398,1589
Kentucky,Montgomery,Democrat,1618,2611
Mississippi,Marshall,Democrat,2207,3747
Utah,San Juan,Democrat,606,125
Washington,Kittitas,Democrat,3622,137
Virginia,Falls Church,Democrat,686,2587
Florida,Gadsden,Democrat,3285,9390
Texas,Crockett,Democrat,209,506
Virginia,King William,Democrat,1187,1156
Iowa,Humboldt,Democrat,934,299
Alabama,St. Clair,Democrat,6928,2553
New Mexico,Lincoln,Democrat,2186,1042
Georgia,Taliaferro,Democrat,104,271
Indiana,Gibson,Democrat,2474,2937
Georgia,Carroll,Democrat,7343,5106
Iowa,Montgomery,Democrat,897,300
Virginia,Accomack,Democrat,3255,2471
Virginia,Gloucester,Democrat,4457,2441
Florida,Collier,Democrat,30603,18839
Idaho,Bear Lake,Democrat,440,37
Arkansas,Benton,Democrat,16452,10346
Georgia,Taylor,Democrat,668,538
Iowa,Page,Democrat,1590,399
Wyoming,Lincoln,Democrat,1076,6
Washington,King,Democrat,119707,9950
Washington,Spokane,Democrat,46164,1532
Texas,Oldham,Democrat,83,15
Illinois,Marion,Democrat,3473,3290
Missouri,Dunklin,Democrat,2353,1172
Mississippi,Wayne,Democrat,1178,1692
Missouri,Barry,Democrat,3445,1670
Kentucky,Perry,Democrat,1563,2505
New Jersey,Union,Democrat,20109,59463
Wisconsin,Iowa,Democrat,1573,5359
Oklahoma,Grady,Democrat,4459,4306
Alabama,Morgan,Democrat,9518,5242
Mississippi,Scott,Democrat,1264,2322
Iowa,Franklin,Democrat,809,398
Illinois,Pike,Democrat,1146,946
California,Tulare,Democrat,18289,14130
Florida,Jefferson,Democrat,1753,2433
Michigan,Wexford,Democrat,2940,2702
Oklahoma,Washington,Democrat,4494,3655
Pennsylvania,Adams,Democrat,8901,7912
West Virginia,Wyoming,Democrat,1621,2208
West Virginia,Tucker,Democrat,712,1100
Nebraska,Buffalo,Democrat,2989,676
Indiana,Jay,Democrat,1392,1396
Georgia,Bryan,Democrat,3253,1394
Alabama,Clay,Democrat,1076,942
Texas,Stephens,Democrat,624,80
Pennsylvania,Pike,Democrat,5570,3890
Arkansas,Izard,Democrat,1605,755
Florida,Pinellas,Democrat,94997,103441
Wisconsin,Kenosha,Democrat,11226,25483
Ohio,Hardin,Democrat,2290,1440
Utah,Beaver,Democrat,383,0
Kentucky,Webster,Democrat,1070,1862
Georgia,Oconee,Democrat,2131,2321
Nebraska,Nuckolls,Democrat,469,35
Indiana,Fayette,Democrat,2146,2081
Kentucky,Jackson,Democrat,739,206
Oklahoma,Grant,Democrat,365,349
Montana,Carter,Democrat,75,47
Illinois,Carroll,Democrat,1395,1265
Texas,Nolan,Democrat,1008,392
Florida,Gulf,Democrat,1384,1088
Tennessee,Macon,Democrat,1280,512
Texas,Gonzales,Democrat,1083,497
Arkansas,Yell,Democrat,1426,1155
Wisconsin,Sawyer,Democrat,1662,2627
Wisconsin,Pierce,Democrat,2696,5539
Illinois,Bond,Democrat,1458,1576
Texas,Wharton,Democrat,2001,1183
Indiana,Kosciusko,Democrat,4941,3493
Texas,Howard,Democrat,2843,541
Kentucky,Morgan,Democrat,548,1532
New Jersey,Salem,Democrat,5548,4977
Pennsylvania,Allegheny,Democrat,93347,220411
Georgia,Pike,Democrat,1400,604
North Carolina,Caldwell,Democrat,5602,4264
Nevada,Lyon,Democrat,6101,168
Iowa,Hardin,Democrat,1485,699
North Carolina,Pasquotank,Democrat,3941,3599
Pennsylvania,Lawrence,Democrat,7787,9814
Texas,Angelina,Democrat,6425,2572
Texas,Shelby,Democrat,1826,436
Colorado,Kiowa,Democrat,83,7
Iowa,Keokuk,Democrat,788,400
Ohio,Mercer,Democrat,3104,1897
New Mexico,Sierra,Democrat,1834,930
Illinois,LaSalle,Democrat,9116,12010
Iowa,Osceola,Democrat,493,99
Texas,Brewster,Democrat,696,1470
Nebraska,Platte,Democrat,2258,236
New Jersey,Camden,Democrat,29784,70103
West Virginia,Upshur,Democrat,1966,1809
Mississippi,Newton,Democrat,1839,1182
Tennessee,Cheatham,Democrat,2762,1866
Mississippi,Jasper,Democrat,1001,2179
Virginia,Manassas Park,Democrat,885,1008
Illinois,Logan,Democrat,2276,1709
Ohio,Wyandot,Democrat,1619,1308
Ohio,Seneca,Democrat,4720,4145
Texas,Burleson,Democrat,1310,618
North Carolina,Wilson,Democrat,6104,9343
Virginia,Halifax,Democrat,2721,2157
Oklahoma,Oklahoma,Democrat,58256,66623
Montana,Hill,Democrat,1353,1740
Montana,Fergus,Democrat,1233,770
Georgia,Walton,Democrat,5764,3278
Indiana,Switzerland,Democrat,882,840
Arkansas,Ashley,Democrat,1370,2355
Pennsylvania,Northumberland,Democrat,9663,6983
Maryland,Charles,Democrat,15764,21378
California,Lassen,Democrat,3119,1460
Florida,Bay,Democrat,22243,9340
Florida,Putnam,Democrat,8293,5929
Texas,Morris,Democrat,1204,605
New Jersey,Atlantic,Democrat,16672,17819
Nebraska,Furnas,Democrat,507,25
Iowa,Ida,Democrat,626,199
Florida,Gilchrist,Democrat,1815,1006
Illinois,Mason,Democrat,1209,1356
Kentucky,Hart,Democrat,1202,1879
New York,Saratoga,Democrat,16746,16318
New York,Genesee,Democrat,4392,2801
Mississippi,Covington,Democrat,1460,1520
Missouri,Texas,Democrat,2703,1269
Georgia,Coffee,Democrat,2488,1403
Virginia,Alexandria,Democrat,10810,23289
Iowa,Wright,Democrat,938,499
West Virginia,Taylor,Democrat,1656,1870
Texas,La Vaca,Democrat,1280,459
Idaho,Camas,Democrat,133,18
Georgia,Oglethorpe,Democrat,1117,919
Wisconsin,Adams,Democrat,2551,2874
Colorado,Teller,Democrat,3349,345
Montana,Stillwater,Democrat,1144,593
Alabama,Mobile,Democrat,33586,34599
Arkansas,Logan,Democrat,2058,1242
Texas,Jackson,Democrat,941,360
South Carolina,Dillon,Democrat,2045,1907
New Mexico,DeBaca,Democrat,153,210
Missouri,Atchison,Democrat,585,314
North Carolina,Stanly,Democrat,4315,3966
Washington,Skagit,Democrat,11557,438
Oklahoma,Jefferson,Democrat,470,544
Iowa,Appanoose,Democrat,1045,499
Oregon,Josephine,Democrat,10265,9217
Alabama,Elmore,Democrat,8364,3713
Arkansas,Sebastian,Democrat,10175,5920
Louisiana,Madison,Democrat,738,820
Illinois,Lawrence,Democrat,1239,846
Mississippi,Amite,Democrat,726,1339
Illinois,Hancock,Democrat,1750,1038
Illinois,Mercer,Democrat,1471,1805
Maryland,Harford,Democrat,21099,24277
Nebraska,Douglas,Democrat,34166,11709
Tennessee,Bledsoe,Democrat,1076,613
Idaho,Lewis,Democrat,468,39
Illinois,Piatt,Democrat,1324,1803
Virginia,Clarke,Democrat,1639,1206
South Dakota,Spink,Democrat,517,484
Texas,Reeves,Democrat,603,1691
New York,Cattaraugus,Democrat,7167,4085
Alabama,Covington,Democrat,3433,925
Michigan,Bay,Democrat,8948,12300
New York,Monroe,Democrat,43341,72026
Michigan,Kalamazoo,Democrat,15405,32739
Georgia,Bleckley,Democrat,946,468
Nebraska,Valley,Democrat,383,57
Texas,Webb,Democrat,5997,24736
South Carolina,Clarendon,Democrat,2909,3901
Michigan,Sanilac,Democrat,3205,2645
Missouri,Cedar,Democrat,1478,693
Colorado,Jackson,Democrat,145,27
Pennsylvania,Huntingdon,Democrat,3902,2966
Georgia,Bulloch,Democrat,4028,3131
Ohio,Miami,Democrat,8546,5861
Michigan,Lapeer,Democrat,6550,7969
Missouri,Marion,Democrat,2196,1632
Louisiana,St. Helena,Democrat,754,1593
Kentucky,Daviess,Democrat,7461,10254
New York,Westchester,Democrat,38943,103354
Utah,Wasatch,Democrat,853,727
Pennsylvania,Lebanon,Democrat,10979,9011
Missouri,Sullivan,Democrat,444,289
South Dakota,Mellette,Democrat,156,126
Colorado,Saguache,Democrat,521,266
Arkansas,Saint Francis,Democrat,1905,2266
Tennessee,Carter,Democrat,5144,1602
California,San Bernardino,Democrat,104576,123016
Georgia,Lincoln,Democrat,732,631
Illinois,Scott,Democrat,427,311
Oklahoma,McClain,Democrat,2945,3022
Idaho,Elmore,Democrat,4308,233
Pennsylvania,McKean,Democrat,4247,2180
Mississippi,Leflore,Democrat,1052,2313
Nebraska,Gage,Democrat,1926,322
Michigan,Mackinac,Democrat,1265,1133
Missouri,Dallas,Democrat,1615,912
Arkansas,Columbia,Democrat,1508,1314
Texas,Wichita,Democrat,11953,3502
Mississippi,Pearl River,Democrat,4982,1326
Missouri,Barton,Democrat,991,419
South Dakota,Lawrence,Democrat,2459,1646
Alabama,Geneva,Democrat,2336,701
California,Alpine,Democrat,177,239
Nebraska,Frontier,Democrat,259,14
New York,Oneida,Democrat,19680,13326
Alabama,Hale,Democrat,995,2853
Florida,Escambia,Democrat,34292,26083
Oregon,Clackamas,Democrat,30645,54347
Montana,Madison,Democrat,798,671
Arkansas,Lincoln,Democrat,901,751
Missouri,Morgan,Democrat,2224,1060
Colorado,Larimer,Democrat,22809,9895
New Mexico,Colfax,Democrat,1390,1689
Oklahoma,Marshall,Democrat,1475,1138
Iowa,Iowa,Democrat,1044,700
South Carolina,Anderson,Democrat,14754,8241
Virginia,York,Democrat,9868,5332
North Carolina,Burke,Democrat,6383,6971
Texas,Kimble,Democrat,410,63
Wisconsin,Washington,Democrat,8853,14057
Louisiana,Jackson,Democrat,1402,1094
Missouri,Miller,Democrat,2496,912
Georgia,Bartow,Democrat,6556,3706
California,Butte,Democrat,18453,23952
Indiana,Franklin,Democrat,1464,1219
Pennsylvania,Schuylkill,Democrat,13883,12573
Missouri,Randolph,Democrat,2006,1397
Georgia,White,Democrat,2222,938
Georgia,Towns,Democrat,1303,578
Ohio,Perry,Democrat,2770,2535
North Carolina,Yadkin,Democrat,2514,1615
Oklahoma,Lincoln,Democrat,3373,2784
Colorado,Douglas,Democrat,19635,4689
Texas,Refugio,Democrat,601,802
West Virginia,Doddridge,Democrat,795,350
Tennessee,Lawrence,Democrat,3115,2225
Iowa,Adams,Democrat,353,199
Washington,Benton,Democrat,14541,492
Colorado,Arapahoe,Democrat,42954,11406
Montana,Beaverhead,Democrat,979,559
South Dakota,Stanley,Democrat,246,197
Louisiana,Evangeline,Democrat,1781,1817
Texas,Crosby,Democrat,297,222
Michigan,Oscoda,Democrat,1095,588
Montana,Garfield,Democrat,97,26
Mississippi,Stone,Democrat,1520,688
Ohio,Fairfield,Democrat,11877,11482
Mississippi,Warren,Democrat,2786,4075
Mississippi,Tippah,Democrat,1274,747
Texas,Pecos,Democrat,825,1304
Texas,Childress,Democrat,509,88
Illinois,Iroquois,Democrat,2385,1417
Texas,Galveston,Democrat,21663,13668
Iowa,Poweshiek,Democrat,1296,899
North Carolina,Person,Democrat,2824,5104
South Dakota,Clay,Democrat,943,1232
South Dakota,Turner,Democrat,693,410
Wisconsin,Ozaukee,Democrat,6097,13443
Nebraska,Loup,Democrat,67,11
Georgia,Tattnall,Democrat,1968,671
Alabama,Sumter,Democrat,706,3403
South Carolina,Dorchester,Democrat,14715,9796
Idaho,Latah,Democrat,2141,1922
Wyoming,Sheridan,Democrat,3107,14
South Carolina,Chester,Democrat,2641,2454
Missouri,Adair,Democrat,1591,1952
Kentucky,Boyd,Democrat,4336,4455
Idaho,Jerome,Democrat,1339,139
Washington,Whatcom,Democrat,14744,861
North Carolina,Jones,Democrat,1067,1411
Ohio,Wood,Democrat,8607,13273
South Carolina,Richland,Democrat,33288,51561
New Jersey,Cape May,Democrat,8802,7213
South Dakota,Walworth,Democrat,617,237
Tennessee,Clay,Democrat,499,373
California,Sierra,Democrat,440,488
Michigan,Houghton,Democrat,2979,3148
Tennessee,Wilson,Democrat,9480,5975
Michigan,Cass,Democrat,4669,3340
Idaho,Lincoln,Democrat,292,37
West Virginia,Harrison,Democrat,5992,9554
Ohio,Ashtabula,Democrat,9241,9576
West Virginia,Tyler,Democrat,823,630
California,Mono,Democrat,850,1672
Nebraska,Cass,Democrat,3091,283
Ohio,Tuscarawas,Democrat,7697,8498
Nebraska,Adams,Democrat,2511,461
Indiana,Noble,Democrat,3335,2408
Idaho,Bingham,Democrat,2887,236
West Virginia,Summers,Democrat,1316,1839
Texas,Baylor,Democrat,265,70
Illinois,Williamson,Democrat,6348,6880
Wyoming,Goshen,Democrat,1258,5
Michigan,Alcona,Democrat,1702,918
Ohio,Coshocton,Democrat,3352,2486
Maryland,Wicomico,Democrat,7490,8377
Wisconsin,Waupaca,Democrat,4961,6465
Ohio,Shelby,Democrat,3468,2394
Georgia,Columbia,Democrat,13290,7138
Kentucky,Elliott,Democrat,464,744
Texas,Lee,Democrat,1392,545
Pennsylvania,Indiana,Democrat,7074,7569
Ohio,Morgan,Democrat,1319,996
Montana,McCone,Democrat,181,123
Nebraska,Greeley,Democrat,280,20
Kentucky,Trigg,Democrat,1650,1319
Pennsylvania,Armstrong,Democrat,6204,5939
Pennsylvania,Union,Democrat,3467,3067
Texas,Kent,Democrat,60,50
Ohio,Clermont,Democrat,14613,11352
Tennessee,Hawkins,Democrat,5150,1493
Montana,Granite,Democrat,402,352
Oklahoma,Dewey,Democrat,348,404
South Dakota,Tripp,Democrat,333,283
Kentucky,Campbell,Democrat,6145,6302
Tennessee,Grainger,Democrat,1580,447
Virginia,Craig,Democrat,636,219
Missouri,Greene,Democrat,23944,28313
Tennessee,Fentress,Democrat,1408,543
Texas,Atascosa,Democrat,3302,1833
North Carolina,Randolph,Democrat,10305,5883
Colorado,Alamosa,Democrat,1121,257
Arizona,Graham,Democrat,2695,1788
Oklahoma,Craig,Democrat,1412,1535
Pennsylvania,Snyder,Democrat,2722,2205
Oklahoma,Mayes,Democrat,3651,3803
Georgia,Troup,Democrat,4638,4207
Texas,Bell,Democrat,43424,10495
Ohio,Hamilton,Democrat,52374,96643
South Dakota,Bennett,Democrat,198,169
Missouri,Crawford,Democrat,2598,1234
North Carolina,Haywood,Democrat,6138,7621
Alabama,Marshall,Democrat,7192,2315
West Virginia,Roane,Democrat,1206,1743
New York,Chemung,Democrat,7742,5084
Utah,Davis,Democrat,20019,4310
Iowa,Monroe,Democrat,645,298
Mississippi,Greene,Democrat,1153,435
Tennessee,Campbell,Democrat,2950,958
Texas,Houston,Democrat,2109,565
New Jersey,Passaic,Democrat,16098,43654
New York,Allegany,Democrat,4359,1881
Louisiana,Iberville,Democrat,1961,4741
Georgia,Forsyth,Democrat,10111,6843
Texas,Collingsworth,Democrat,204,60
South Carolina,Sumter,Democrat,11981,11257
Tennessee,Marshall,Democrat,2222,1222
California,Humboldt,Democrat,10437,19281
Tennessee,Franklin,Democrat,4372,2399
Colorado,Montrose,Democrat,3280,468
Wisconsin,Calumet,Democrat,3156,7041
Kentucky,Metcalfe,Democrat,560,1088
South Dakota,Oglala Lakota,Democrat,679,999
Texas,Roberts,Democrat,35,5
Tennessee,Houston,Democrat,764,461
Indiana,Greene,Democrat,3065,2550
Kentucky,Henderson,Democrat,3102,5737
Tennessee,McMinn,Democrat,4391,1646
Nebraska,Kimball,Democrat,379,23
Idaho,Valley,Democrat,1131,271
Missouri,St. Francois,Democrat,6026,4206
North Carolina,Rutherford,Democrat,5593,4688
Louisiana,St. Charles,Democrat,3015,3032
Virginia,Roanoke City,Democrat,7732,8082
Tennessee,Rhea,Democrat,2075,834
Florida,Charlotte,Democrat,24867,12759
North Carolina,New Hanover,Democrat,17387,24516
Oklahoma,Roger Mills,Democrat,258,368
California,Madera,Democrat,8266,8457
Mississippi,Lawrence,Democrat,1067,1291
South Dakota,Jerauld,Democrat,178,161
Michigan,Luce,Democrat,597,458
Utah,Utah,Democrat,17282,7082
Washington,Whitman,Democrat,2526,137
Missouri,Bates,Democrat,1129,1150
Georgia,Dodge,Democrat,1499,720
South Dakota,Sanborn,Democrat,275,111
California,Calaveras,Democrat,5216,5022
Kentucky,Nelson,Democrat,3131,4740
Georgia,Bibb,Democrat,11498,15576
Tennessee,Lake,Democrat,563,233
Wyoming,Fremont,Democrat,3467,20
Kentucky,Rowan,Democrat,1231,2533
Utah,Tooele,Democrat,3756,1226
Indiana,Ripley,Democrat,2351,1364
Nebraska,Lincoln,Democrat,3307,383
Ohio,Columbiana,Democrat,10047,7679
Florida,Hamilton,Democrat,1311,1237
California,El Dorado,Democrat,16792,19864
Idaho,Franklin,Democrat,785,61
Missouri,Newton,Democrat,4532,2793
Georgia,Evans,Democrat,725,432
Missouri,Daviess,Democrat,800,460
Wyoming,Big Horn,Democrat,1061,4
Alabama,Marion,Democrat,2287,823
Indiana,Marion,Democrat,57036,118448
Mississippi,Winston,Democrat,1102,1644
Virginia,Greene,Democrat,1853,1182
Texas,Rusk,Democrat,4364,1390
Illinois,JoDaviess,Democrat,2271,2540
Tennessee,Bedford,Democrat,3106,1731
Tennessee,Maury,Democrat,5898,3671
Illinois,Jackson,Democrat,4349,7482
Missouri,Boone,Democrat,9703,24704
Virginia,Chesapeake,Democrat,25990,21677
Virginia,Hanover,Democrat,7945,8168
Nebraska,Morrill,Democrat,377,31
Virginia,Charles City,Democrat,706,1004
Iowa,Mitchell,Democrat,895,400
New York,Albany,Democrat,18471,38872
New York,Rensselaer,Democrat,11424,11387
Tennessee,Henry,Democrat,3572,1391
Pennsylvania,Forest,Democrat,1008,472
Florida,Santa Rosa,Democrat,20921,7540
Oklahoma,Bryan,Democrat,3269,2963
Georgia,Pulaski,Democrat,932,436
Nebraska,Dundy,Democrat,189,15
Georgia,Polk,Democrat,2804,1347
Missouri,Wayne,Democrat,1314,657
Florida,Liberty,Democrat,645,708
Oklahoma,Texas,Democrat,835,660
