"state","county","party","pop_2010_real_hr","zageszczenie_2010_hr","liczba_glosow"
Louisiana,Madison,Democrat,12093,19.4,820
Michigan,Ionia,Democrat,63905,111.9,4303
Oklahoma,Latimer,Democrat,11154,15.4,1351
Utah,Wayne,Democrat,2778,1.1,100
Idaho,Lemhi,Democrat,7936,1.7,88
New York,Nassau,Democrat,1339532,4704.8,113248
Michigan,Jackson,Democrat,160248,228.4,12092
Washington,San Juan,Democrat,15769,90.7,104
Illinois,Sangamon,Democrat,197465,227.4,19620
South Dakota,Butte,Democrat,10110,4.5,451
Tennessee,Carter,Democrat,57424,168.3,1602
New York,Cayuga,Democrat,80026,115.7,5037
California,Butte,Democrat,220000,134.4,23952
Texas,La Salle,Democrat,6886,4.6,713
Arkansas,Miller,Democrat,43462,69.5,1656
New Jersey,Monmouth,Democrat,630380,1344.7,53020
New York,Queens,Democrat,2230722,20553.6,198691
Nebraska,Dixon,Democrat,6000,12.6,61
Georgia,Montgomery,Democrat,9123,38.1,359
Illinois,Warren,Democrat,17707,32.6,1467
New Jersey,Cumberland,Democrat,156898,324.4,10704
