"county","state","party","wielkość_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Mackinac,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wabash,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Archuleta,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Grant,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bienville,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Wyoming,Pennsylvania,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Stone,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Crook,Oregon,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Aransas,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Curry,Oregon,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Grundy,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wright,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Winnebago,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Bollinger,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Blaine,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Morgan,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Vermillion,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Boyle,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Del Norte,California,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Banks,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Waynesboro,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fulton,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Edgar,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Iroquois,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Crockett,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Copiah,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Henry,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Humboldt,Nevada,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Leelanau,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Missaukee,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lowndes,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Northumberland,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Sequatchie,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lincoln,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,South Dakota,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Alleghany,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Banks,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pike,Ohio,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Montgomery,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Brantley,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Bristol,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Johnston,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Perry,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Douglas,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Louisa,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bremer,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Gates,North Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Moniteau,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Morgan,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Webster,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clark,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cannon,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Morgan,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Grundy,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Limestone,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pitkin,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bremer,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Hopewell,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Appling,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Martin,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cleburne,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bates,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Elbert,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Benton,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Holt,Nebraska,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
George,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Green Lake,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Frio,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lawrence,South Dakota,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Douglas,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Randolph,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Chaffee,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clinton,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lamb,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Berrien,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jones,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pike,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Latimer,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Kewaunee,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
St. James,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Poinsett,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Evans,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Leslie,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Randolph,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Stone,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Coosa,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Sevier,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Grant,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lincoln,Montana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Yankton,South Dakota,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Iowa,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Buchanan,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Upson,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Winchester,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Red River,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Randolph,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fayette,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Van Wert,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Montague,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Carroll,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Grayson,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pike,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
McCreary,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Ochiltree,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Sierra,New Mexico,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lawrence,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Union,South Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Fredericksburg,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Montgomery,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Coahoma,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Colfax,Nebraska,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Monroe,Ohio,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Abbeville,South Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Hardeman,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Candler,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Leon,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Logan,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Terry,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Johnson,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
York,Nebraska,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Brooke,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jasper,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Greene,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Gem,Idaho,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Garrard,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Sussex,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,West Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Sawyer,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Bertie,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hardin,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Kossuth,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Gladwin,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
New Madrid,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Buena Vista,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Mahaska,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cheboygan,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Chattooga,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Izard,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Ralls,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
King William,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Manassas Park,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Greene,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wright,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Idaho County,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Nolan,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Breckinridge,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lewis,West Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Tippah,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Ripley,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,South Dakota,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Alcona,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Union,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Menard,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Cherokee,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Simpson,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
DeKalb,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Taylor,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Asotin,Washington,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Roberts,South Dakota,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Kalkaska,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Lanier,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hopewell,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lauderdale,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Cass,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Charlotte,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Nolan,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Langlade,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Wasco,Oregon,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Morehouse,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Cook,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Baker,Oregon,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
LaRue,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Blaine,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Noxubee,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Russell,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Mariposa,California,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Sevier,Utah,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Shoshone,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Ben Hill,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Panola,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Avery,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Nicholas,West Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Nowata,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Calhoun,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jones,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Owen,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Cass,Nebraska,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Harlan,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
St. Helena,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jackson,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Gonzales,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Cibola,New Mexico,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Monroe,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
St. Helena,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Ben Hill,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
San Juan,Utah,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Henry,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Routt,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Tipton,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Yalobusha,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Carroll,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Brunswick,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Adair,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Tallahatchie,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Buchanan,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Powhatan,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jones,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Paulding,Ohio,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Tattnall,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Perry,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Washington,Florida,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Garvin,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Carbon,Utah,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Logan,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Polk,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lee,South Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Summit,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hockley,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Allamakee,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Dixie,Florida,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Greene,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Concordia,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Spencer,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Osceola,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Green,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Osceola,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Monroe,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Colonial Heights,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fayette,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bledsoe,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wilcox,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Tippah,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Scott,Tennessee,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Carroll,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Zapata,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jay,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Wilbarger,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
O'Brien,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Toombs,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jones,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Magoffin,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Scott,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Anderson,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fulton,Pennsylvania,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
White,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Torrance,New Mexico,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Rabun,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Appanoose,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Telfair,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Mason,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jefferson,Washington,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Colusa,California,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lincoln,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Moffat,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pointe Coupee,Louisiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fluvanna,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Heard,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Johnson,Illinois,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Telfair,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Cleburne,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Braxton,West Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Charlton,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Carroll,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Fayette,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pickens,Alabama,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Jefferson,Idaho,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Bath,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jasper,South Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pendleton,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Tunica,Mississippi,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Pike,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Choctaw,Alabama,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
DeKalb,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Morgan,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Carter,Kentucky,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Luna,New Mexico,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Gonzales,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Stewart,Tennessee,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Park,Montana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Chattahoochee,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Williamsburg,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Trinity,California,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Alleghany,Virginia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
New Kent,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Caddo,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Vilas,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Staunton,Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Gunnison,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
McDowell,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Scott,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pulaski,Indiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Trinity,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Mitchell,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jersey,Illinois,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Trinity,California,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lampasas,Texas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Polk,North Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Crawford,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Seminole,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Glades,Florida,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Brooks,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Rowan,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Newton,Texas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Gooding,Idaho,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Ste. Genevieve,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Morgan,Colorado,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Madison,Florida,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Lake,Michigan,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Rusk,Wisconsin,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Hardin,Iowa,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Burke,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Osage,Missouri,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Johnson,Arkansas,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Iowa,Iowa,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
West Carroll,Louisiana,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Barbour,West Virginia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Atoka,Oklahoma,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Pontotoc,Mississippi,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Saint Francis,Arkansas,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Jerome,Idaho,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Door,Wisconsin,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Early,Georgia,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Los Alamos,New Mexico,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Allen,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Oglala Lakota,South Dakota,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Luna,New Mexico,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Charlevoix,Michigan,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Anson,North Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Garvin,Oklahoma,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Mercer,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Clay,North Carolina,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Butler,Kentucky,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Audrain,Missouri,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Ripley,Indiana,Republican,"10 - 30 tyś",2229431,1186400,Republikanie
Martin,North Carolina,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
Bleckley,Georgia,Democrat,"10 - 30 tyś",2229431,1186400,Republikanie
