"county","state","party","wielkość_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Hickman,Kentucky,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Wilcox,Georgia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Forest,Pennsylvania,Republican,"0 - 10 tyś",394858,188795,Republikanie
Clay,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Franklin,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Calhoun,West Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Hamlin,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Oscoda,Michigan,Republican,"0 - 10 tyś",394858,188795,Republikanie
Cameron,Louisiana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Johnson,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Wilkinson,Mississippi,Republican,"0 - 10 tyś",394858,188795,Republikanie
Mineral,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Cumberland,Kentucky,Republican,"0 - 10 tyś",394858,188795,Republikanie
Oneida,Idaho,Republican,"0 - 10 tyś",394858,188795,Republikanie
Wallowa,Oregon,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Sherman,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Granite,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hooker,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Granite,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Real,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
San Augustine,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Sioux,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
DeBaca,New Mexico,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Rappahannock,Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Garden,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Campbell,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Houston,Tennessee,Republican,"0 - 10 tyś",394858,188795,Republikanie
Lexington,Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Lemhi,Idaho,Republican,"0 - 10 tyś",394858,188795,Republikanie
Houston,Tennessee,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Grant,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Childress,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Baylor,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Buena Vista,Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Wayne,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Lincoln,Idaho,Republican,"0 - 10 tyś",394858,188795,Republikanie
Antelope,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pleasants,West Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Baylor,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Kimball,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Van Buren,Iowa,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Newton,Arkansas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Jefferson,Mississippi,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Mathews,Virginia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Warren,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Beaverhead,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Phillips,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Todd,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Gilliam,Oregon,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Crowley,Colorado,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Chariton,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Brooks,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Blaine,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Haskell,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Montmorency,Michigan,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Grant,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Crosby,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Red River,Louisiana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Quay,New Mexico,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pendleton,West Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Turner,Georgia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Stonewall,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
McCone,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Osceola,Iowa,Republican,"0 - 10 tyś",394858,188795,Republikanie
Jasper,Illinois,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Sharkey,Mississippi,Republican,"0 - 10 tyś",394858,188795,Republikanie
Musselshell,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Greeley,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Highland,Virginia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Walworth,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Glascock,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Schuyler,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Valley,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Clark,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pope,Illinois,Republican,"0 - 10 tyś",394858,188795,Republikanie
Nuckolls,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Jack,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Norton,Virginia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Bon Homme,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Mercer,Missouri,Republican,"0 - 10 tyś",394858,188795,Republikanie
Boise,Idaho,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Merrick,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Lucas,Iowa,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Garfield,Washington,Democrat,"0 - 10 tyś",394858,188795,Republikanie
McPherson,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Chouteau,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Terrell,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Briscoe,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Moore,Tennessee,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Keya Paha,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Donley,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Clearwater,Idaho,Republican,"0 - 10 tyś",394858,188795,Republikanie
Henderson,Illinois,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Gilpin,Colorado,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Clay,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Edwards,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Wayne,Iowa,Republican,"0 - 10 tyś",394858,188795,Republikanie
Toole,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hardin,Illinois,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Cedar,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Hall,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hamilton,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Burt,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Turner,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pershing,Nevada,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Butler,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Oscoda,Michigan,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Garfield,Utah,Republican,"0 - 10 tyś",394858,188795,Republikanie
Wheeler,Oregon,Republican,"0 - 10 tyś",394858,188795,Republikanie
Adair,Iowa,Republican,"0 - 10 tyś",394858,188795,Republikanie
Lafayette,Arkansas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Crockett,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Liberty,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Daniels,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Hamilton,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Floyd,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Randolph,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Gosper,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Conejos,Colorado,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Nemaha,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Custer,Idaho,Republican,"0 - 10 tyś",394858,188795,Republikanie
Wilkinson,Georgia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Adams,Idaho,Republican,"0 - 10 tyś",394858,188795,Republikanie
McCone,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Hitchcock,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pondera,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Robertson,Kentucky,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Dade,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Monroe,Missouri,Republican,"0 - 10 tyś",394858,188795,Republikanie
Kinney,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Hartley,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Harrison,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hickory,Missouri,Republican,"0 - 10 tyś",394858,188795,Republikanie
Eureka,Nevada,Republican,"0 - 10 tyś",394858,188795,Republikanie
Cleveland,Arkansas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Swisher,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Jenkins,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Kenedy,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pickett,Tennessee,Republican,"0 - 10 tyś",394858,188795,Republikanie
Grand,Utah,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Custer,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Dundy,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Crosby,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Warren,Indiana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Shelby,Missouri,Republican,"0 - 10 tyś",394858,188795,Republikanie
Webster,West Virginia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Jones,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Holt,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Guadalupe,New Mexico,Republican,"0 - 10 tyś",394858,188795,Republikanie
Crittenden,Kentucky,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Dewey,Oklahoma,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Perkins,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Phelps,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Rosebud,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Stark,Illinois,Republican,"0 - 10 tyś",394858,188795,Republikanie
Kingsbury,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pickett,Tennessee,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Wibaux,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Lyman,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Wilcox,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Lake,Colorado,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Morgan,Utah,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Dawson,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Dolores,Colorado,Democrat,"0 - 10 tyś",394858,188795,Republikanie
McCook,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Douglas,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
La Salle,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Schoolcraft,Michigan,Republican,"0 - 10 tyś",394858,188795,Republikanie
Gallatin,Kentucky,Republican,"0 - 10 tyś",394858,188795,Republikanie
Sully,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Fremont,Iowa,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Cheyenne,Colorado,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Turner,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Goliad,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Monroe,Arkansas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Garfield,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Jim Hogg,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Valley,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Jefferson,Oklahoma,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Palo Alto,Iowa,Democrat,"0 - 10 tyś",394858,188795,Republikanie
San Saba,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Montgomery,Arkansas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Tucker,West Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Coke,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Jefferson,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Bailey,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Irwin,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Harlan,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Deuel,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Roberts,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Dawes,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Liberty,Florida,Republican,"0 - 10 tyś",394858,188795,Republikanie
Montgomery,Arkansas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Adams,Idaho,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Woodruff,Arkansas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Thomas,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Marion,Georgia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Mitchell,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Nance,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Teton,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Charles City,Virginia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Kearney,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Blaine,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Lucas,Iowa,Republican,"0 - 10 tyś",394858,188795,Republikanie
Stanton,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Calhoun,West Virginia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Knox,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Alpine,California,Republican,"0 - 10 tyś",394858,188795,Republikanie
Coleman,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Cameron,Pennsylvania,Republican,"0 - 10 tyś",394858,188795,Republikanie
Lee,Kentucky,Republican,"0 - 10 tyś",394858,188795,Republikanie
Brown,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hidalgo,New Mexico,Republican,"0 - 10 tyś",394858,188795,Republikanie
Loup,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Coal,Oklahoma,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Baraga,Michigan,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Aurora,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Shannon,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Union,Indiana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Cottle,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hickory,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Foard,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Banner,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Reagan,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Cottle,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Weston,Wyoming,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Judith Basin,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Bennett,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Sutton,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Quitman,Georgia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Woods,Oklahoma,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Taylor,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hitchcock,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Tripp,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Garfield,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Yoakum,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pulaski,Illinois,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Fillmore,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Adams,Iowa,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Lafayette,Florida,Republican,"0 - 10 tyś",394858,188795,Republikanie
Mason,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Scott,Illinois,Republican,"0 - 10 tyś",394858,188795,Republikanie
Sullivan,Pennsylvania,Republican,"0 - 10 tyś",394858,188795,Republikanie
Rio Blanco,Colorado,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Harney,Oregon,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Wheeler,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Teton,Montana,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Throckmorton,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Van Buren,Tennessee,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Ozark,Missouri,Republican,"0 - 10 tyś",394858,188795,Republikanie
Bailey,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Edwards,Illinois,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Clay,Tennessee,Republican,"0 - 10 tyś",394858,188795,Republikanie
Deuel,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Hudspeth,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Tillman,Oklahoma,Republican,"0 - 10 tyś",394858,188795,Republikanie
Sterling,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Menifee,Kentucky,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Chariton,Missouri,Republican,"0 - 10 tyś",394858,188795,Republikanie
Pocahontas,Iowa,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Clay,West Virginia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Toole,Montana,Republican,"0 - 10 tyś",394858,188795,Republikanie
Benton,Mississippi,Republican,"0 - 10 tyś",394858,188795,Republikanie
Briscoe,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Daggett,Utah,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Claiborne,Mississippi,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Potter,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Clinch,Georgia,Republican,"0 - 10 tyś",394858,188795,Republikanie
Alfalfa,Oklahoma,Republican,"0 - 10 tyś",394858,188795,Republikanie
Wheeler,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Edwards,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Pawnee,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Crockett,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Sherman,Oregon,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hancock,Kentucky,Republican,"0 - 10 tyś",394858,188795,Republikanie
San Saba,Texas,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Menifee,Kentucky,Republican,"0 - 10 tyś",394858,188795,Republikanie
Stonewall,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Wayne,Iowa,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Stark,Illinois,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Alger,Michigan,Republican,"0 - 10 tyś",394858,188795,Republikanie
Sanborn,South Dakota,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Thurston,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Perkins,Nebraska,Republican,"0 - 10 tyś",394858,188795,Republikanie
Harlan,Nebraska,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Hancock,Georgia,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Kiowa,Oklahoma,Republican,"0 - 10 tyś",394858,188795,Republikanie
Lake,Oregon,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Caribou,Idaho,Republican,"0 - 10 tyś",394858,188795,Republikanie
Hardeman,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Ida,Iowa,Republican,"0 - 10 tyś",394858,188795,Republikanie
Maries,Missouri,Democrat,"0 - 10 tyś",394858,188795,Republikanie
Choctaw,Mississippi,Republican,"0 - 10 tyś",394858,188795,Republikanie
Concho,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Kent,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Dickens,Texas,Republican,"0 - 10 tyś",394858,188795,Republikanie
Charles Mix,South Dakota,Republican,"0 - 10 tyś",394858,188795,Republikanie
Davis,Iowa,Republican,"0 - 10 tyś",394858,188795,Republikanie
